iteration,total_queries,loss,iter_time_s,total_time_s
1,202,30.039097,4.63,5.07
2,403,30.021487,4.69,10.30
3,604,30.012885,4.70,15.54
4,805,20.725479,4.62,20.70
5,1006,20.716221,4.76,26.03
6,1207,24.270210,4.78,31.39
7,1408,24.207310,4.73,36.12
8,1609,24.156431,4.79,40.91
9,1810,24.097584,4.68,45.59
10,2011,24.048088,4.81,50.41
11,2212,24.053568,4.77,55.18
12,2413,23.984718,4.78,59.96
13,2614,23.969715,4.77,64.74
14,2815,23.930903,4.70,69.44
15,3016,23.879005,4.81,74.25
16,3217,23.838243,4.83,79.08
17,3418,23.784711,4.72,83.80
18,3619,23.961665,4.77,88.58
19,3820,23.940441,4.79,93.36
20,4021,23.656872,4.78,98.14
21,4222,23.627267,4.81,102.95
22,4423,23.590019,4.70,107.66
23,4624,23.546635,4.70,112.36
24,4825,23.512778,4.81,117.17
25,5026,23.465963,4.81,121.98
26,5227,23.430835,4.70,126.69
27,5428,23.393266,4.76,131.45
28,5629,23.368961,4.75,136.20
29,5830,23.337906,4.85,141.05
30,6031,23.296523,4.72,145.77
31,6232,23.252390,4.75,150.53
32,6433,23.211541,4.83,155.36
33,6634,23.173226,4.82,160.18
34,6835,23.135395,4.78,164.96
35,7036,23.102917,4.78,169.74
36,7237,23.064653,4.75,174.49
37,7438,23.034286,4.83,179.32
38,7639,22.984972,4.83,184.15
39,7840,22.946921,4.73,188.88
40,8041,22.911024,4.79,193.67
41,8242,22.883330,4.71,198.39
42,8443,22.840928,4.79,203.18
43,8644,22.812248,4.78,207.96
44,8845,22.777597,4.90,212.86
45,9046,22.743791,4.81,217.68
46,9247,22.712517,4.82,222.50
47,9448,22.668842,4.74,227.24
48,9649,22.629860,4.76,232.01
49,9850,22.597975,4.82,236.83
50,10051,22.562192,4.81,241.64
51,10252,22.520340,4.78,246.42
52,10453,22.483230,4.76,251.19
53,10654,22.450687,4.75,255.94
54,10855,22.416347,4.76,260.70
55,11056,22.375400,4.79,265.50
56,11257,22.345537,4.79,270.30
57,11458,22.307195,4.70,275.00
58,11659,22.275394,4.78,279.78
59,11860,22.247455,4.79,284.58
60,12061,22.230504,4.72,289.30
61,12262,22.201318,4.67,293.97
62,12463,22.176992,4.75,298.73
63,12664,22.153763,4.72,303.45
64,12865,22.142293,4.75,308.20
65,13066,22.118545,4.77,312.97
66,13267,22.106652,4.73,317.71
67,13468,22.081501,4.76,322.47
68,13669,22.050498,4.84,327.32
69,13870,22.035527,4.74,332.06
