iteration,total_queries,loss,iter_time_s,total_time_s
1,202,30.012280,4.59,5.02
2,403,30.048271,4.73,10.29
3,604,30.035783,4.78,15.08
4,805,20.662996,4.77,19.85
5,1006,30.020718,4.69,25.11
6,1207,23.958073,4.69,29.80
7,1408,80.162148,4.77,34.57
8,1609,23.902216,4.67,39.25
9,1810,23.894306,4.77,44.02
10,2011,23.883399,4.78,48.81
11,2212,23.858838,4.87,53.67
12,2413,24.206542,4.79,58.46
13,2614,23.753725,4.77,63.24
14,2815,23.706687,4.81,68.05
15,3016,24.148297,4.77,72.82
16,3217,23.593665,4.78,77.60
17,3418,24.176056,4.78,82.39
18,3619,24.155991,4.77,87.16
19,3820,24.118664,4.71,91.88
20,4021,24.067985,4.71,96.59
21,4222,23.519211,4.73,101.33
22,4423,23.494970,4.81,106.14
23,4624,23.476912,4.75,110.89
24,4825,23.440178,4.80,115.69
25,5026,23.405371,4.89,120.58
26,5227,23.370185,4.88,125.46
27,5428,23.329788,4.79,130.25
28,5629,23.284396,4.76,135.01
29,5830,80.055794,4.66,139.68
30,6031,80.049017,4.66,144.34
31,6232,80.090380,4.73,149.08
32,6433,80.081824,4.68,153.75
33,6634,80.066608,4.64,158.39
34,6835,80.039044,4.61,163.00
35,7036,24.110783,4.70,167.71
36,7237,24.103167,4.71,172.42
37,7438,23.383968,4.75,177.16
38,7639,23.364067,4.76,181.93
39,7840,23.994532,4.70,186.63
40,8041,80.046331,4.71,191.34
41,8242,23.329367,4.76,196.10
42,8443,23.306009,4.77,200.86
43,8644,23.286685,4.85,205.72
44,8845,23.264111,4.74,210.46
45,9046,23.240739,4.76,215.22
46,9247,23.215372,4.73,219.95
47,9448,23.181791,4.73,224.69
48,9649,23.155488,4.81,229.50
49,9850,23.123219,4.71,234.21
50,10051,23.098138,4.74,238.95
51,10252,23.067569,4.68,243.63
52,10453,23.045829,4.71,248.34
53,10654,23.023739,4.76,253.11
54,10855,22.993991,4.78,257.89
55,11056,22.969949,4.74,262.63
56,11257,22.954859,4.79,267.42
57,11458,22.912519,4.72,272.15
58,11659,22.880197,4.73,276.88
59,11860,22.850630,4.80,281.68
60,12061,22.816000,4.78,286.46
61,12262,22.778073,4.74,291.21
62,12463,22.762948,4.71,295.92
63,12664,80.156443,4.69,300.61
64,12865,80.144600,4.69,305.31
65,13066,80.128940,4.71,310.01
66,13267,80.099892,4.64,314.66
67,13468,80.052219,4.68,319.34
68,13669,23.582258,4.62,323.96
69,13870,23.545650,4.67,328.63
70,14071,22.805852,4.78,333.42
71,14272,22.836567,4.68,338.10
72,14473,22.831630,4.79,342.90
73,14674,22.828250,4.71,347.61
74,14875,22.812058,4.74,352.36
75,15076,22.812685,4.70,357.06
76,15277,22.787928,4.70,361.76
77,15478,22.766346,4.73,366.49
78,15679,22.739668,4.76,371.25
79,15880,24.099108,4.83,376.08
80,16081,23.026912,4.73,380.82
81,16282,22.969791,4.77,385.59
82,16483,22.890582,4.72,390.32
83,16684,23.819389,4.78,395.10
84,16885,24.120597,4.68,399.79
85,17086,22.773325,4.80,404.59
86,17287,22.773584,4.72,409.31
87,17488,22.861850,4.74,414.06
88,17689,22.752557,4.78,418.84
89,17890,22.735142,4.79,423.63
90,18091,80.204860,4.75,428.38
91,18292,80.202035,4.63,433.02
92,18493,23.911088,4.70,437.71
