iteration,total_queries,loss,iter_time_s,total_time_s
1,202,30.101400,4.74,5.18
2,403,30.039504,4.70,10.43
3,604,30.028277,4.75,15.72
4,805,30.017384,4.68,20.95
5,1006,30.016704,4.66,26.16
6,1207,30.101187,4.76,31.46
7,1408,20.697077,4.67,36.13
8,1609,20.681399,4.74,41.43
9,1810,20.679879,4.79,46.80
10,2011,20.675842,4.76,52.12
11,2212,20.668743,4.74,57.44
12,2413,20.661028,4.79,62.80
13,2614,20.661126,4.80,68.16
14,2815,20.657777,4.75,72.91
15,3016,23.904735,4.71,78.19
16,3217,23.854604,4.75,82.94
17,3418,23.820215,4.70,87.65
18,3619,23.785800,4.81,92.46
19,3820,23.721157,4.79,97.25
20,4021,23.664476,4.74,101.99
21,4222,23.621981,4.81,106.80
22,4423,23.585579,4.82,111.62
23,4624,23.558071,4.79,116.41
24,4825,23.538901,4.80,121.22
25,5026,23.494783,4.83,126.05
26,5227,23.454355,4.80,130.86
27,5428,23.429664,4.82,135.68
28,5629,23.397758,4.68,140.37
29,5830,23.382868,4.83,145.20
30,6031,23.343442,4.77,149.97
31,6232,23.316703,4.77,154.74
32,6433,23.280824,4.69,159.44
33,6634,23.250260,4.76,164.20
34,6835,23.222956,4.79,168.99
35,7036,23.193525,4.77,173.76
36,7237,23.170307,4.75,178.52
37,7438,23.139992,4.78,183.30
38,7639,23.116067,4.75,188.05
39,7840,23.093213,4.79,192.85
40,8041,23.061001,4.73,197.58
41,8242,23.037661,4.78,202.37
42,8443,23.009482,4.79,207.16
43,8644,22.987125,4.73,211.89
44,8845,22.956636,4.84,216.74
45,9046,22.932327,4.72,221.46
46,9247,22.905374,4.76,226.23
47,9448,22.891861,4.90,231.13
48,9649,22.867310,4.82,235.96
49,9850,22.850588,4.81,240.77
50,10051,22.826799,4.79,245.56
51,10252,22.804938,4.84,250.40
52,10453,22.785302,4.80,255.21
53,10654,22.762861,4.85,260.06
54,10855,22.743932,4.80,264.86
55,11056,22.717039,4.77,269.64
56,11257,22.695369,4.70,274.34
57,11458,22.677992,4.80,279.14
58,11659,22.664631,4.73,283.88
59,11860,22.641971,4.79,288.68
60,12061,22.636239,4.82,293.50
61,12262,22.614548,4.76,298.26
62,12463,22.600827,4.70,302.96
63,12664,22.591574,4.83,307.79
64,12865,22.585259,4.72,312.51
65,13066,22.564825,4.80,317.32
66,13267,22.562292,4.84,322.16
67,13468,22.548039,4.71,326.88
68,13669,22.534067,4.70,331.58
69,13870,22.521702,4.77,336.35
70,14071,22.501887,4.76,341.12
