iteration,total_queries,loss,iter_time_s,total_time_s
1,202,30.040242,4.66,5.11
2,403,30.029255,4.67,10.33
3,604,30.016294,4.66,15.55
4,805,20.895926,4.65,20.75
5,1006,20.881893,4.72,26.04
6,1207,25.265146,4.81,31.44
7,1408,25.146136,4.73,36.18
8,1609,25.130002,4.71,40.89
9,1810,25.114735,4.73,45.63
10,2011,25.073746,4.80,50.43
11,2212,25.030233,4.72,55.15
12,2413,24.974593,4.85,60.00
13,2614,24.927528,4.80,64.80
14,2815,24.864214,4.76,69.56
15,3016,24.812180,4.72,74.28
16,3217,24.751243,4.79,79.08
17,3418,24.695096,4.87,83.96
18,3619,24.648719,4.76,88.72
19,3820,24.607796,4.81,93.54
20,4021,24.536637,4.82,98.36
21,4222,24.490054,4.76,103.13
22,4423,24.438902,4.85,107.98
23,4624,24.379893,4.78,112.76
24,4825,24.327504,4.75,117.52
25,5026,24.276770,4.72,122.23
26,5227,24.236252,4.77,127.00
27,5428,24.184881,4.83,131.83
28,5629,24.150554,4.74,136.58
29,5830,24.111778,4.82,141.40
30,6031,24.075199,4.81,146.21
31,6232,24.039695,4.81,151.02
32,6433,24.003830,4.87,155.90
33,6634,23.967591,4.78,160.68
34,6835,23.937647,4.72,165.40
35,7036,23.895628,4.81,170.22
36,7237,23.854868,4.76,174.98
37,7438,23.821559,4.81,179.79
38,7639,23.781650,4.82,184.61
39,7840,23.744843,4.78,189.39
40,8041,23.706185,4.85,194.24
41,8242,23.669259,4.80,199.05
42,8443,23.637398,4.79,203.84
43,8644,23.601185,4.79,208.63
44,8845,23.572428,4.72,213.35
45,9046,23.537472,4.78,218.14
46,9247,23.504973,4.74,222.88
47,9448,23.471692,4.74,227.63
48,9649,23.448806,4.82,232.45
49,9850,23.418384,4.80,237.25
50,10051,23.389941,4.71,241.96
51,10252,23.364044,4.76,246.73
52,10453,23.336831,4.78,251.51
53,10654,23.313198,4.85,256.36
54,10855,23.289570,4.80,261.16
55,11056,23.262353,4.79,265.96
56,11257,23.241164,4.77,270.72
57,11458,23.208320,4.76,275.49
58,11659,23.187000,4.77,280.26
59,11860,23.157615,4.84,285.11
60,12061,23.133576,4.78,289.89
61,12262,23.109350,4.80,294.69
62,12463,23.087866,4.79,299.49
63,12664,23.069337,4.84,304.33
64,12865,23.049211,4.79,309.12
65,13066,23.020708,4.83,313.95
66,13267,22.998815,4.72,318.68
67,13468,22.971963,4.81,323.48
68,13669,22.948084,4.77,328.25
69,13870,22.929556,4.74,332.99
70,14071,22.904135,4.73,337.73
71,14272,22.878555,4.81,342.54
72,14473,22.849473,4.83,347.37
73,14674,22.827505,4.74,352.11
74,14875,22.804557,4.81,356.92
75,15076,22.765643,4.76,361.69
76,15277,22.735224,4.80,366.49
77,15478,22.714796,4.73,371.22
78,15679,22.692935,4.81,376.04
79,15880,22.664481,4.75,380.79
80,16081,22.641924,4.81,385.61
81,16282,22.611269,4.87,390.48
82,16483,22.583271,4.85,395.33
83,16684,22.555521,4.78,400.11
84,16885,22.534929,4.84,404.95
85,17086,22.517319,4.81,409.76
86,17287,22.493576,4.76,414.52
87,17488,22.469748,4.75,419.27
88,17689,22.451031,4.77,424.04
89,17890,22.429028,4.78,428.82
90,18091,22.400457,4.87,433.69
91,18292,22.373423,4.79,438.48
92,18493,22.355559,4.79,443.27
93,18694,22.326724,4.79,448.06
94,18895,22.302435,4.75,452.81
