iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.906815,4.80,5.26
2,403,20.888996,4.80,10.65
3,604,20.923696,4.80,16.02
4,805,20.873894,4.84,20.86
5,1006,20.913100,4.78,26.23
6,1207,20.899503,4.80,31.03
7,1408,20.887023,4.79,35.83
8,1609,20.929810,4.77,40.60
9,1810,20.861937,4.79,45.40
10,2011,20.849114,4.75,50.72
11,2212,25.041916,4.83,56.13
12,2413,24.873936,4.76,60.89
13,2614,24.816365,4.74,65.64
14,2815,24.710884,4.81,70.45
15,3016,24.636432,4.78,75.23
16,3217,24.562732,4.82,80.06
17,3418,24.461222,4.72,84.78
18,3619,24.377161,4.80,89.59
19,3820,24.305794,4.79,94.38
20,4021,24.238568,4.78,99.16
21,4222,24.157169,4.88,104.04
22,4423,24.115241,4.73,108.78
23,4624,24.034056,4.77,113.55
24,4825,23.985072,4.74,118.29
25,5026,23.912341,4.79,123.08
26,5227,23.847558,4.85,127.94
27,5428,23.794664,4.85,132.79
28,5629,23.736848,4.78,137.57
29,5830,23.686056,4.86,142.43
30,6031,23.629389,4.81,147.25
31,6232,23.571970,4.89,152.14
32,6433,23.510243,4.86,157.01
33,6634,23.442207,4.75,161.76
34,6835,23.388387,4.82,166.58
35,7036,23.323309,4.81,171.40
36,7237,23.270870,4.82,176.22
37,7438,23.207293,4.79,181.01
38,7639,23.156916,4.82,185.83
39,7840,23.109506,4.86,190.69
40,8041,23.052435,4.77,195.47
41,8242,22.991864,4.83,200.30
42,8443,22.933530,4.77,205.07
43,8644,22.876626,4.80,209.87
44,8845,22.832259,4.89,214.77
45,9046,22.766530,4.81,219.58
46,9247,22.711109,4.77,224.35
47,9448,22.668703,4.84,229.20
48,9649,22.622112,4.78,233.99
49,9850,22.579592,4.84,238.83
50,10051,22.518280,4.79,243.62
51,10252,22.483094,4.84,248.46
52,10453,22.447949,4.80,253.27
53,10654,22.412543,4.86,258.13
54,10855,22.376751,4.75,262.88
55,11056,22.331350,4.82,267.70
56,11257,22.313094,4.79,272.49
57,11458,22.267592,4.82,277.31
58,11659,22.241217,4.86,282.17
59,11860,22.214052,4.85,287.03
60,12061,22.181666,4.83,291.85
61,12262,22.146206,4.78,296.63
62,12463,22.115522,4.79,301.43
63,12664,22.101870,4.83,306.26
64,12865,22.064274,4.82,311.08
65,13066,22.036299,4.79,315.88
66,13267,22.002792,4.82,320.70
67,13468,21.977360,4.76,325.46
68,13669,21.931702,4.83,330.30
69,13870,21.905879,4.80,335.10
70,14071,21.878831,4.75,339.85
71,14272,21.843906,4.74,344.59
72,14473,21.819694,4.83,349.43
73,14674,21.791392,4.83,354.26
74,14875,21.758484,4.75,359.01
75,15076,21.745357,4.84,363.85
76,15277,21.709672,4.84,368.70
77,15478,21.676128,4.85,373.55
78,15679,21.665256,4.82,378.37
79,15880,21.642370,4.82,383.19
80,16081,21.609244,4.83,388.02
81,16282,21.592076,4.78,392.81
82,16483,21.569432,4.85,397.66
83,16684,21.537297,4.76,402.42
84,16885,21.528545,4.86,407.28
85,17086,21.497125,4.89,412.17
