iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.670154,4.76,5.22
2,403,20.649827,4.82,10.61
3,604,20.625006,4.82,16.01
4,805,20.606158,4.72,21.30
5,1006,20.585072,4.83,26.71
6,1207,23.395656,4.82,32.10
7,1408,23.304540,4.72,36.83
8,1609,23.207484,4.73,41.56
9,1810,23.120034,4.77,46.33
10,2011,23.065203,4.79,51.13
11,2212,22.991547,4.79,55.91
12,2413,22.933256,4.79,60.71
13,2614,22.882648,4.75,65.46
14,2815,22.835700,4.74,70.20
15,3016,22.784554,4.89,75.09
16,3217,22.750831,4.84,79.94
17,3418,22.710878,4.78,84.72
18,3619,22.669827,4.71,89.42
19,3820,22.620310,4.83,94.25
20,4021,22.560221,4.85,99.11
21,4222,22.510511,4.80,103.91
22,4423,22.460700,4.94,108.85
23,4624,22.409225,4.86,113.71
24,4825,23.309902,4.75,118.47
25,5026,22.302943,4.84,123.31
26,5227,22.256650,4.74,128.06
27,5428,22.193290,4.81,132.87
28,5629,22.175743,4.74,137.62
29,5830,22.116249,4.75,142.37
30,6031,22.062034,4.80,147.17
31,6232,22.024159,4.75,151.92
32,6433,21.984638,4.81,156.73
33,6634,21.942891,4.75,161.48
34,6835,21.920357,4.81,166.30
35,7036,21.891543,4.81,171.11
36,7237,21.842213,4.76,175.87
37,7438,21.810060,4.80,180.68
38,7639,21.780004,4.77,185.44
39,7840,21.746153,4.91,190.35
40,8041,21.721648,4.84,195.20
41,8242,21.689340,4.87,200.07
42,8443,21.671695,4.74,204.81
43,8644,21.646270,4.86,209.67
44,8845,21.617013,4.86,214.54
45,9046,21.598709,4.76,219.30
46,9247,21.565008,4.85,224.16
47,9448,21.545306,4.76,228.92
48,9649,21.516739,4.83,233.75
49,9850,21.510172,4.72,238.47
50,10051,21.489136,4.75,243.22
51,10252,21.470319,4.77,247.99
52,10453,21.458902,4.77,252.77
53,10654,21.448849,4.91,257.68
54,10855,21.425576,4.72,262.40
55,11056,21.409094,4.83,267.23
56,11257,21.390902,4.81,272.05
57,11458,21.372466,4.80,276.85
58,11659,21.349981,4.76,281.61
59,11860,21.322462,4.82,286.43
60,12061,21.303687,4.81,291.24
61,12262,21.287480,4.79,296.04
62,12463,21.273081,4.76,300.80
63,12664,21.245107,4.83,305.64
64,12865,21.232031,4.86,310.50
65,13066,21.209351,4.81,315.30
66,13267,21.184504,4.76,320.06
67,13468,21.159961,4.71,324.77
68,13669,21.150348,4.84,329.62
69,13870,21.136277,4.84,334.46
70,14071,21.124698,4.79,339.25
71,14272,21.111564,4.93,344.18
72,14473,21.102701,4.83,349.01
73,14674,21.081034,4.80,353.81
74,14875,21.070157,4.92,358.73
75,15076,21.034952,4.81,363.54
76,15277,21.012070,4.96,368.51
77,15478,21.000768,4.84,373.35
78,15679,20.976740,4.76,378.11
79,15880,20.957559,4.83,382.94
80,16081,20.936470,4.83,387.77
81,16282,20.915249,4.82,392.59
82,16483,20.907208,4.72,397.32
83,16684,20.882503,4.87,402.19
84,16885,20.860663,4.77,406.96
85,17086,20.854389,4.76,411.72
86,17287,20.829538,4.89,416.61
87,17488,20.819847,4.76,421.38
88,17689,20.812183,4.81,426.19
89,17890,20.800024,4.78,430.97
90,18091,20.786706,4.78,435.76
91,18292,20.774625,4.86,440.62
92,18493,20.767393,4.86,445.49
93,18694,20.753037,4.77,450.26
94,18895,20.742899,4.85,455.11
95,19096,20.724519,4.78,459.89
96,19297,20.709164,4.88,464.78
97,19498,20.687200,4.72,469.50
98,19699,20.682328,4.82,474.33
99,19900,20.665515,4.78,479.11
100,20101,20.655335,4.86,483.97
101,20302,20.628824,4.83,488.80
102,20503,20.615808,4.84,493.65
103,20704,20.604155,4.85,498.50
104,20905,20.581151,4.76,503.26
105,21106,20.567083,4.80,508.63
106,21307,20.556572,4.84,514.04
107,21508,20.542455,4.78,519.39
108,21709,20.543158,4.75,524.71
109,21910,20.530999,4.86,529.58
110,22111,20.526577,4.73,534.88
111,22312,20.525820,4.81,540.26
112,22513,20.497346,4.76,545.60
113,22714,20.488536,4.78,550.96
114,22915,20.474275,4.77,556.31
115,23116,20.459776,4.86,561.75
116,23317,20.445489,4.81,567.13
117,23518,20.445329,4.91,572.62
118,23719,20.431706,4.86,578.05
119,23920,20.410891,4.87,583.50
120,24121,20.400459,4.76,588.84
121,24322,20.381069,4.79,594.20
122,24523,20.361038,4.80,599.56
123,24724,20.348422,4.80,604.94
124,24925,20.332007,4.81,610.32
125,25126,20.328047,4.79,615.70
126,25327,20.311515,4.88,621.17
127,25528,20.315982,4.83,626.57
128,25729,20.293771,4.83,631.40
129,25930,20.289722,4.84,636.84
130,26131,20.271866,4.85,642.26
131,26332,20.262779,4.79,647.63
132,26533,20.255123,4.74,652.94
133,26734,20.236016,4.73,658.24
134,26935,20.225739,4.81,663.62
135,27136,20.218036,4.77,668.96
136,27337,20.201848,4.80,674.33
137,27538,20.200778,4.78,679.70
138,27739,20.190999,4.92,685.20
139,27940,20.180862,4.78,690.56
140,28141,20.170969,4.83,695.97
141,28342,20.170809,4.78,701.32
142,28543,20.148567,4.78,706.68
143,28744,20.137562,4.83,712.08
144,28945,20.127812,4.73,717.38
145,29146,20.113455,4.82,722.77
146,29347,20.104219,4.70,728.04
147,29548,20.094703,4.78,733.40
148,29749,20.091459,4.86,738.83
149,29950,20.070779,4.76,744.16
150,30151,20.064253,4.79,749.53
151,30352,10.085511,4.84,754.93
152,30553,10.081865,4.78,760.30
153,30754,10.079451,4.78,765.66
154,30955,10.038637,4.77,771.00
155,31156,0.034342,4.82,776.41
