iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.706518,4.77,5.23
2,403,20.687478,4.89,10.69
3,604,20.667535,4.79,16.07
4,805,20.658245,4.69,21.33
5,1006,20.654440,4.71,26.61
6,1207,23.875736,4.70,31.89
7,1408,23.826130,4.77,36.66
8,1609,23.757124,4.75,41.41
9,1810,23.709189,4.72,46.14
10,2011,23.665049,4.77,50.90
11,2212,23.629197,4.67,55.58
12,2413,23.591303,4.76,60.34
13,2614,23.546113,4.78,65.12
14,2815,23.470224,4.75,69.87
15,3016,23.402633,4.78,74.65
16,3217,23.341385,4.74,79.39
17,3418,23.280551,4.86,84.25
18,3619,23.199583,4.75,89.00
19,3820,23.115694,4.78,93.78
20,4021,23.041775,4.79,98.58
21,4222,22.999807,4.79,103.37
22,4423,22.937910,4.75,108.12
23,4624,22.879734,4.76,112.88
24,4825,22.840311,4.73,117.61
25,5026,22.797975,4.72,122.34
26,5227,22.772728,4.74,127.08
27,5428,22.715134,4.74,131.83
28,5629,22.679056,4.65,136.48
29,5830,22.625595,4.78,141.26
30,6031,22.591443,4.77,146.04
31,6232,22.544751,4.75,150.79
32,6433,22.497592,4.76,155.55
33,6634,22.457663,4.76,160.31
34,6835,22.440676,4.74,165.06
35,7036,22.403471,4.79,169.85
36,7237,22.376140,4.79,174.64
37,7438,22.321798,4.78,179.42
38,7639,22.279290,4.73,184.15
39,7840,22.236723,4.77,188.92
40,8041,22.200073,4.76,193.69
41,8242,22.152017,4.77,198.46
42,8443,22.122771,4.86,203.33
43,8644,22.080998,4.75,208.08
44,8845,22.052536,4.82,212.90
45,9046,22.018265,4.78,217.68
46,9247,21.993947,4.77,222.46
47,9448,21.947382,4.81,227.27
48,9649,21.930140,4.70,231.98
49,9850,21.897557,4.79,236.76
50,10051,21.865513,4.83,241.60
51,10252,21.839178,4.77,246.37
52,10453,21.801087,4.78,251.15
53,10654,21.778883,4.76,255.91
54,10855,21.751605,4.80,260.71
55,11056,21.726204,4.74,265.46
56,11257,21.705449,4.69,270.15
57,11458,21.675322,4.74,274.90
58,11659,21.661161,4.77,279.66
59,11860,21.637367,4.87,284.53
60,12061,21.607789,4.77,289.30
61,12262,21.587330,4.73,294.03
62,12463,21.554617,4.80,298.84
63,12664,21.533686,4.69,303.53
64,12865,21.524283,4.74,308.27
65,13066,21.509542,4.76,313.03
66,13267,21.488557,4.80,317.83
67,13468,21.471939,4.82,322.65
68,13669,21.450224,4.78,327.44
69,13870,21.423728,4.82,332.26
