iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.730262,4.81,5.26
2,403,20.723928,4.81,10.65
3,604,20.713692,4.72,15.94
4,805,20.706179,4.78,21.30
5,1006,20.697607,4.81,26.67
6,1207,24.153976,4.83,32.08
7,1408,24.117775,4.72,36.80
8,1609,24.071810,4.77,41.58
9,1810,24.038870,4.74,46.32
10,2011,23.995757,4.76,51.09
11,2212,23.960637,4.79,55.88
12,2413,23.926077,4.79,60.67
13,2614,23.875766,4.82,65.49
14,2815,23.839196,4.76,70.26
15,3016,23.805276,4.71,74.97
16,3217,23.770567,4.80,79.76
17,3418,23.728577,4.77,84.54
18,3619,23.697285,4.83,89.37
19,3820,23.669520,4.79,94.16
20,4021,23.643364,4.73,98.89
21,4222,23.608735,4.73,103.62
22,4423,23.558849,4.78,108.40
23,4624,23.536236,4.80,113.20
24,4825,23.495375,4.77,117.98
25,5026,23.466864,4.76,122.74
26,5227,23.421979,4.80,127.54
27,5428,23.393222,4.83,132.38
28,5629,23.363138,4.77,137.14
29,5830,23.314369,4.79,141.93
30,6031,23.267268,4.77,146.70
31,6232,23.236885,4.68,151.39
32,6433,23.206601,4.76,156.15
33,6634,23.181424,4.78,160.93
34,6835,23.151459,4.82,165.75
35,7036,23.119106,4.80,170.55
36,7237,23.084742,4.85,175.40
37,7438,23.057179,4.75,180.15
38,7639,23.028233,4.80,184.94
39,7840,22.988785,4.75,189.70
40,8041,22.959227,4.72,194.42
41,8242,22.932816,4.75,199.17
42,8443,22.911601,4.85,204.02
43,8644,22.881316,4.82,208.85
44,8845,22.846891,4.77,213.62
45,9046,22.815751,4.79,218.41
46,9247,22.775911,4.73,223.14
47,9448,22.731870,4.76,227.90
48,9649,22.702909,4.73,232.64
49,9850,22.648802,4.85,237.49
50,10051,22.609934,4.74,242.23
51,10252,22.572951,4.84,247.08
52,10453,22.535382,4.74,251.82
53,10654,22.486937,4.84,256.66
54,10855,22.454767,4.70,261.37
55,11056,22.418330,4.85,266.22
56,11257,22.370048,4.74,270.96
57,11458,22.333102,4.67,275.63
58,11659,22.287470,4.82,280.46
59,11860,22.258987,4.71,285.17
60,12061,22.222094,4.75,289.92
61,12262,22.180652,4.76,294.68
62,12463,22.154106,4.80,299.48
63,12664,22.130032,4.82,304.30
64,12865,22.086952,4.78,309.08
65,13066,22.062236,4.92,314.00
66,13267,22.029736,4.78,318.79
67,13468,22.009568,4.79,323.58
68,13669,21.959542,4.80,328.37
69,13870,21.946481,4.82,333.20
70,14071,21.898944,4.76,337.96
71,14272,21.869509,4.80,342.76
72,14473,21.833639,4.74,347.50
73,14674,21.809294,4.73,352.23
74,14875,21.778791,4.75,356.98
75,15076,21.737181,4.74,361.73
76,15277,21.703371,4.68,366.41
77,15478,21.669827,4.71,371.13
78,15679,21.638024,4.74,375.87
79,15880,21.616013,4.78,380.65
80,16081,21.587655,4.75,385.40
81,16282,21.555676,4.77,390.17
82,16483,21.532508,4.87,395.05
83,16684,21.509063,4.74,399.79
84,16885,21.488248,4.83,404.62
85,17086,21.473588,4.77,409.39
86,17287,21.451485,4.73,414.13
87,17488,21.422457,4.74,418.87
88,17689,21.413609,4.74,423.61
89,17890,21.381523,4.75,428.36
90,18091,21.366789,4.75,433.11
91,18292,21.349216,4.84,437.96
92,18493,21.329206,4.71,442.67
93,18694,21.318834,4.79,447.46
94,18895,21.286300,4.80,452.27
95,19096,21.256352,4.77,457.04
96,19297,21.238928,4.77,461.81
97,19498,21.215119,4.77,466.59
98,19699,21.198998,4.73,471.32
99,19900,21.179151,4.79,476.12
100,20101,21.162079,4.75,480.87
101,20302,21.146025,4.75,485.63
102,20503,21.127154,4.76,490.39
103,20704,21.125128,4.71,495.10
104,20905,21.102281,4.84,499.94
105,21106,21.083481,4.79,504.73
106,21307,21.066409,4.88,509.61
107,21508,21.050256,4.73,514.35
108,21709,21.023161,4.80,519.15
109,21910,21.007800,4.73,523.89
110,22111,20.978108,4.76,528.65
111,22312,20.960118,4.89,533.55
112,22513,20.944255,4.82,538.37
113,22714,20.929053,4.77,543.14
114,22915,20.915773,4.83,547.98
115,23116,20.906011,4.76,552.74
116,23317,20.883686,4.79,557.53
117,23518,20.864194,4.76,562.29
118,23719,20.856543,4.69,566.99
119,23920,20.837709,4.76,571.76
120,24121,20.819942,4.73,576.48
121,24322,20.798601,4.78,581.26
122,24523,20.786536,4.81,586.07
123,24724,20.769998,4.78,590.86
124,24925,20.749312,4.80,595.66
125,25126,20.737975,4.75,600.41
126,25327,20.721694,4.73,605.15
127,25528,20.703631,4.90,610.04
128,25729,20.690347,4.76,614.80
129,25930,20.679438,4.81,620.18
130,26131,20.672923,4.75,625.50
131,26332,20.662088,4.84,630.92
132,26533,20.645926,4.78,636.27
133,26734,20.636265,4.81,641.65
134,26935,20.627121,4.78,647.01
135,27136,20.612878,4.78,652.37
136,27337,20.601057,4.73,657.67
137,27538,20.600111,4.79,663.03
138,27739,20.591649,4.73,668.34
139,27940,20.572169,4.74,673.65
140,28141,20.558318,4.83,679.05
141,28342,20.548941,4.76,684.39
142,28543,20.539109,4.75,689.72
143,28744,20.511272,4.77,695.07
144,28945,20.499673,4.80,700.43
145,29146,20.489628,4.83,705.84
146,29347,20.491724,4.75,711.18
147,29548,20.474347,4.81,715.99
148,29749,20.465930,4.83,721.40
149,29950,20.458019,4.81,726.79
150,30151,20.445962,4.78,732.14
151,30352,20.431368,4.82,737.54
152,30553,20.426392,4.79,742.90
153,30754,20.414937,4.76,748.24
154,30955,20.407530,4.79,753.60
155,31156,20.391011,4.80,758.98
156,31357,20.379130,4.79,764.36
157,31558,20.377057,4.91,769.84
158,31759,20.363512,4.90,775.31
159,31960,20.354291,4.78,780.66
160,32161,20.349154,4.77,786.02
161,32362,20.343514,4.75,791.34
162,32563,20.336730,4.76,796.69
163,32764,20.323633,4.79,802.05
164,32965,20.319914,4.79,807.42
165,33166,20.308853,4.79,812.81
166,33367,20.305030,4.72,818.10
167,33568,20.300885,4.88,823.56
168,33769,20.286209,4.80,828.95
169,33970,20.280876,4.79,834.30
170,34171,20.276479,4.79,839.68
171,34372,20.264088,4.77,845.02
172,34573,20.260248,4.75,850.35
173,34774,20.261295,4.80,855.72
174,34975,20.242964,4.84,860.57
175,35176,20.243120,4.83,865.98
176,35377,20.243540,4.77,870.75
177,35578,20.221802,4.82,875.57
178,35779,20.217906,4.83,880.97
179,35980,20.214420,4.75,886.30
180,36181,20.208750,4.75,891.62
181,36382,20.199231,4.78,896.98
182,36583,20.198894,4.80,902.35
183,36784,20.199815,4.76,907.68
184,36985,20.187532,4.80,912.48
185,37186,20.181758,4.77,917.83
186,37387,20.173235,4.77,923.17
187,37588,20.174576,4.84,928.60
188,37789,20.175355,4.68,933.28
189,37990,20.157116,4.73,938.01
190,38191,20.162190,4.71,943.28
191,38392,20.150314,4.73,948.02
192,38593,20.146016,4.70,953.30
193,38794,20.150343,4.78,958.64
194,38995,20.147056,4.83,963.48
195,39196,20.136213,4.75,968.23
196,39397,20.126159,4.87,973.68
197,39598,20.128897,4.81,979.06
198,39799,20.126555,4.86,983.92
199,40000,20.117847,4.73,988.66
200,40201,20.109899,4.77,994.02
201,40402,20.106359,4.71,999.29
202,40603,20.100112,4.74,1004.60
203,40804,20.091199,4.84,1010.01
204,41005,20.089538,4.76,1015.35
205,41206,20.087587,4.78,1020.71
206,41407,20.076435,4.75,1026.05
207,41608,20.076511,4.74,1031.37
208,41809,20.072432,4.84,1036.21
209,42010,20.066202,4.78,1041.57
210,42211,10.695692,4.82,1046.97
211,42412,20.061125,4.72,1052.28
212,42613,20.070948,4.77,1057.05
213,42814,10.671381,4.78,1061.83
214,43015,10.702880,4.77,1067.18
215,43216,10.679499,4.78,1071.96
216,43417,10.634936,4.76,1076.72
217,43618,10.600292,4.80,1082.10
218,43819,10.588905,4.82,1087.51
219,44020,10.542216,4.86,1092.94
