iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.861614,4.78,5.23
2,403,20.844313,4.83,10.65
3,604,20.834391,4.81,16.03
4,805,20.814267,4.83,21.43
5,1006,20.794306,4.70,26.70
6,1207,24.688079,4.84,32.12
7,1408,24.591855,4.74,36.86
8,1609,24.502476,4.82,41.69
9,1810,24.401340,4.79,46.47
10,2011,24.291261,4.79,51.27
11,2212,24.206238,4.79,56.06
12,2413,24.115490,4.74,60.80
13,2614,24.023773,4.78,65.58
14,2815,23.934788,4.86,70.45
15,3016,23.881154,4.81,75.26
16,3217,23.820098,4.92,80.18
17,3418,23.759764,4.76,84.94
18,3619,23.674989,4.74,89.69
19,3820,23.624010,4.76,94.45
20,4021,23.562589,4.84,99.29
21,4222,23.514140,4.76,104.05
22,4423,23.451030,4.74,108.79
23,4624,23.389699,4.82,113.61
24,4825,23.324813,4.85,118.46
25,5026,23.274555,4.82,123.28
26,5227,23.202358,4.80,128.08
27,5428,23.159016,4.81,132.89
28,5629,23.100804,4.75,137.64
29,5830,23.062946,4.73,142.37
30,6031,23.014539,4.82,147.20
31,6232,22.977246,4.78,151.98
32,6433,22.915850,4.84,156.82
33,6634,22.877486,4.82,161.65
34,6835,22.825591,4.90,166.56
35,7036,22.780315,4.66,171.22
36,7237,22.736160,4.80,176.02
37,7438,22.688513,4.69,180.71
38,7639,22.651210,4.78,185.49
39,7840,22.619014,4.76,190.26
40,8041,22.564642,4.77,195.03
41,8242,22.530233,4.87,199.90
42,8443,22.500475,4.84,204.74
43,8644,22.457247,4.76,209.51
44,8845,24.396649,4.76,214.27
45,9046,22.389302,4.76,219.03
46,9247,22.334787,4.83,223.87
47,9448,22.292948,4.84,228.71
48,9649,22.248788,4.80,233.51
49,9850,22.224181,4.81,238.32
50,10051,22.192042,4.79,243.12
51,10252,22.159085,4.78,247.90
52,10453,22.131509,4.86,252.77
53,10654,22.108152,4.81,257.58
54,10855,22.082996,4.80,262.38
55,11056,22.051634,4.83,267.22
56,11257,22.013986,4.81,272.03
57,11458,21.992455,4.85,276.88
58,11659,21.963424,4.79,281.67
59,11860,21.933498,4.77,286.44
60,12061,21.911405,4.86,291.30
61,12262,21.898259,4.75,296.05
62,12463,21.868952,4.78,300.83
63,12664,21.851569,4.82,305.66
64,12865,21.825643,4.83,310.48
65,13066,21.807536,4.77,315.26
66,13267,21.795583,4.80,320.06
67,13468,21.769360,4.74,324.79
68,13669,21.754553,4.79,329.59
69,13870,21.741923,4.84,334.43
70,14071,21.725276,4.72,339.16
71,14272,21.697411,4.82,343.98
72,14473,21.681340,4.75,348.73
73,14674,21.659385,4.85,353.58
74,14875,21.648044,4.86,358.44
75,15076,21.623128,4.86,363.30
76,15277,21.599841,4.88,368.18
77,15478,21.584513,4.77,372.95
78,15679,21.564583,4.82,377.77
79,15880,21.544460,4.78,382.55
80,16081,21.521774,4.84,387.40
81,16282,21.508233,4.76,392.16
82,16483,21.493338,4.76,396.92
83,16684,21.474936,4.80,401.72
84,16885,21.455723,4.79,406.52
85,17086,21.446796,4.88,411.40
86,17287,21.434763,4.79,416.20
87,17488,21.424157,4.88,421.08
88,17689,21.409541,4.78,425.86
89,17890,21.392976,4.86,430.73
90,18091,21.374493,4.78,435.51
91,18292,21.361314,4.85,440.35
92,18493,21.350546,4.84,445.20
93,18694,21.326598,4.82,450.02
94,18895,21.313728,4.73,454.75
95,19096,21.289050,4.85,459.60
96,19297,21.277450,4.80,464.40
97,19498,21.251379,4.77,469.18
98,19699,21.234835,4.83,474.01
99,19900,21.221628,4.83,478.85
100,20101,21.205016,4.71,483.56
101,20302,21.189924,4.78,488.35
102,20503,21.173754,4.83,493.18
103,20704,21.157007,4.86,498.05
104,20905,21.142943,4.95,503.00
105,21106,21.130578,4.79,507.79
106,21307,21.112128,4.83,512.62
107,21508,21.100269,4.80,517.42
108,21709,21.087074,4.77,522.20
109,21910,21.076759,4.79,526.99
110,22111,21.059343,4.73,531.72
111,22312,21.039473,4.78,536.50
112,22513,21.041592,4.85,541.34
113,22714,21.030398,4.80,546.14
114,22915,21.011468,4.86,551.01
115,23116,21.014205,4.73,555.74
116,23317,20.999238,4.80,560.54
117,23518,20.992532,4.71,565.26
118,23719,24.419675,4.80,570.07
119,23920,24.410316,4.79,574.85
120,24121,20.980393,4.73,579.59
121,24322,20.983772,4.86,584.45
122,24523,20.997107,4.79,589.25
123,24724,20.990912,4.77,594.02
124,24925,20.981453,4.85,598.87
125,25126,20.964520,4.75,603.62
126,25327,20.962601,4.82,608.44
127,25528,20.954903,4.84,613.28
128,25729,20.952770,4.77,618.05
129,25930,20.947576,4.89,622.93
130,26131,20.946834,4.79,627.73
131,26332,20.942338,4.70,632.43
132,26533,20.929947,4.78,637.21
133,26734,20.921496,4.81,642.03
134,26935,20.927840,4.76,646.79
135,27136,20.910657,4.79,651.59
136,27337,20.918216,4.79,656.38
137,27538,20.890432,4.81,661.19
138,27739,20.887166,4.85,666.05
139,27940,20.877163,4.80,670.85
140,28141,20.864213,4.74,675.59
141,28342,20.852122,4.78,680.37
142,28543,20.849448,4.85,685.22
143,28744,20.848669,4.91,690.13
144,28945,20.833532,4.84,694.98
145,29146,20.842044,4.77,699.75
146,29347,20.837989,4.87,704.63
147,29548,20.822848,4.82,709.45
148,29749,20.818804,4.81,714.26
149,29950,20.821667,4.76,719.02
150,30151,20.815030,4.79,723.82
151,30352,20.808192,4.76,728.58
152,30553,20.803254,4.84,733.42
153,30754,20.797323,4.82,738.24
154,30955,20.787019,4.77,743.01
155,31156,20.791736,4.76,748.34
156,31357,20.784962,4.73,753.07
157,31558,20.770992,4.87,758.52
158,31759,20.771343,4.82,763.92
159,31960,20.763740,4.89,768.81
160,32161,20.747073,4.85,774.24
161,32362,20.749214,4.78,779.59
162,32563,20.749800,4.82,784.41
163,32764,20.728865,4.79,789.20
164,32965,20.723175,4.83,794.61
165,33166,20.717394,4.87,800.05
166,33367,20.723587,4.79,805.41
167,33568,20.699405,4.77,810.18
168,33769,20.695545,4.82,815.58
169,33970,20.684306,4.84,820.99
170,34171,20.679108,4.80,826.37
171,34372,20.668000,4.76,831.72
172,34573,20.655377,4.87,837.17
173,34774,20.652254,4.80,842.54
174,34975,20.640864,4.76,847.88
175,35176,20.639960,4.78,853.23
176,35377,20.636928,4.78,858.59
177,35578,20.639440,4.77,863.94
178,35779,20.628674,4.80,868.74
179,35980,20.622699,4.69,874.01
180,36181,20.619243,4.75,879.34
181,36382,20.614247,4.76,884.68
