iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.795897,4.79,5.25
2,403,20.742267,4.77,10.59
3,604,20.735421,4.78,15.95
4,805,20.729686,4.71,21.23
5,1006,20.709975,4.73,26.55
6,1207,24.145543,4.74,31.87
7,1408,23.989924,4.72,36.60
8,1609,23.867196,4.78,41.37
9,1810,23.786512,4.74,46.11
10,2011,23.740492,4.75,50.86
11,2212,23.647309,4.73,55.59
12,2413,23.580627,4.87,60.46
13,2614,23.443484,4.71,65.17
14,2815,23.345331,4.87,70.04
15,3016,23.264281,4.74,74.78
16,3217,23.190558,4.77,79.55
17,3418,23.134813,4.78,84.34
18,3619,23.088508,4.84,89.18
19,3820,23.038156,4.78,93.97
20,4021,22.981369,4.75,98.72
21,4222,22.917929,4.79,103.52
22,4423,22.880925,4.75,108.26
23,4624,22.816848,4.74,113.01
24,4825,22.761608,4.79,117.80
25,5026,22.716666,4.80,122.59
26,5227,22.657640,4.76,127.35
27,5428,22.609228,4.77,132.12
28,5629,22.544850,4.79,136.92
29,5830,22.490598,4.78,141.70
30,6031,22.444182,4.78,146.49
31,6232,22.399312,4.84,151.33
32,6433,22.351959,4.84,156.17
33,6634,22.302609,4.84,161.02
34,6835,22.258201,4.77,165.79
35,7036,22.224808,4.79,170.58
36,7237,22.178229,4.81,175.39
37,7438,22.127193,4.89,180.29
38,7639,22.084224,4.81,185.10
39,7840,22.046380,4.76,189.86
40,8041,22.002469,4.76,194.63
41,8242,21.960803,4.85,199.48
42,8443,21.919302,4.72,204.21
43,8644,21.887946,4.72,208.93
44,8845,21.860974,4.78,213.72
45,9046,21.840942,4.70,218.42
46,9247,21.800030,4.77,223.19
47,9448,21.767631,4.82,228.01
48,9649,21.745953,4.82,232.84
49,9850,21.710092,4.78,237.61
50,10051,21.701213,4.78,242.40
51,10252,21.667690,4.80,247.20
52,10453,21.639755,4.78,251.98
53,10654,21.618080,4.78,256.77
54,10855,21.572192,4.77,261.54
55,11056,21.557923,4.73,266.28
56,11257,21.526436,4.77,271.05
57,11458,21.506405,4.78,275.84
58,11659,21.478985,4.71,280.55
59,11860,21.448096,4.77,285.32
60,12061,21.429041,4.81,290.13
61,12262,21.408305,4.79,294.92
62,12463,21.371949,4.74,299.66
63,12664,21.376184,4.78,304.45
64,12865,21.349031,4.81,309.26
65,13066,21.349606,4.78,314.05
66,13267,21.328443,4.80,318.85
67,13468,24.068227,4.77,323.62
68,13669,21.321817,4.79,328.41
69,13870,21.297415,4.72,333.13
70,14071,21.284600,4.78,337.91
71,14272,21.269379,4.72,342.64
72,14473,21.254156,4.78,347.41
73,14674,21.247297,4.83,352.25
74,14875,21.222349,4.73,356.98
75,15076,21.207245,4.80,361.79
76,15277,21.207651,4.75,366.54
77,15478,21.164612,4.79,371.33
78,15679,21.168209,4.73,376.06
79,15880,21.144852,4.79,380.85
80,16081,21.154497,4.78,385.63
81,16282,21.121374,4.73,390.36
82,16483,21.108924,4.73,395.10
83,16684,21.109912,4.81,399.90
84,16885,21.085454,4.75,404.66
85,17086,21.075350,4.68,409.34
86,17287,21.080252,4.84,414.18
87,17488,21.061327,4.79,418.97
88,17689,21.045584,4.73,423.70
89,17890,21.031209,4.74,428.44
90,18091,21.023714,4.73,433.17
91,18292,21.001645,4.77,437.95
92,18493,20.983114,4.72,442.67
93,18694,20.971211,4.84,447.52
94,18895,20.964819,4.75,452.27
95,19096,20.932950,4.81,457.09
96,19297,20.912400,4.78,461.87
97,19498,20.907532,4.71,466.59
98,19699,20.877917,4.75,471.34
99,19900,20.857777,4.72,476.06
100,20101,20.846938,4.74,480.80
101,20302,20.821537,4.71,485.51
102,20503,20.815089,4.79,490.31
103,20704,20.807269,4.79,495.10
104,20905,20.788778,4.73,499.83
105,21106,20.771338,4.85,504.69
106,21307,20.756682,4.73,509.41
107,21508,20.751648,4.79,514.20
108,21709,20.734706,4.71,518.91
109,21910,20.713453,4.81,523.72
110,22111,20.711745,4.77,528.49
111,22312,20.711716,4.79,533.28
112,22513,20.698413,4.77,538.05
113,22714,20.699080,4.79,543.42
114,22915,20.662784,4.74,548.16
115,23116,20.669966,4.73,553.45
116,23317,20.647946,4.86,558.31
117,23518,20.637450,4.77,563.65
118,23719,20.629122,4.80,569.03
119,23920,20.620007,4.77,574.37
120,24121,20.603946,4.77,579.72
121,24322,20.598587,4.78,585.07
122,24523,20.565631,4.81,590.45
123,24724,20.557626,4.77,595.80
124,24925,20.562810,4.81,601.18
125,25126,20.540001,4.74,605.93
126,25327,20.526150,4.82,611.32
127,25528,20.509668,4.80,616.69
128,25729,20.503842,4.76,622.02
129,25930,20.516605,4.76,627.36
130,26131,20.503891,4.76,632.12
131,26332,20.509061,4.80,636.92
132,26533,20.488302,4.78,641.70
133,26734,20.474043,4.76,647.03
134,26935,20.470585,4.81,652.41
135,27136,20.467168,4.79,657.77
136,27337,20.452785,4.76,663.10
137,27538,20.446201,4.68,668.36
138,27739,20.443272,4.81,673.74
139,27940,20.437965,4.80,679.11
140,28141,20.437216,4.78,684.47
141,28342,20.442744,4.84,689.89
142,28543,23.826452,4.74,694.63
143,28744,20.436265,4.80,699.43
144,28945,20.434603,4.72,704.72
145,29146,20.433689,4.78,710.08
146,29347,20.426556,4.83,715.49
147,29548,20.422858,4.75,720.81
148,29749,20.410528,4.79,726.18
149,29950,20.422844,4.78,731.53
150,30151,20.396028,4.80,736.34
151,30352,20.396040,4.81,741.74
152,30553,20.397962,4.72,746.46
153,30754,20.378719,4.75,751.21
154,30955,20.362691,4.76,756.55
155,31156,20.375450,4.78,761.91
156,31357,20.365348,4.73,766.64
157,31558,20.359559,4.75,771.39
158,31759,20.344272,4.78,776.73
159,31960,20.328774,4.78,782.09
160,32161,20.331903,4.83,787.49
161,32362,20.327299,4.82,792.31
162,32563,20.319680,4.86,797.75
163,32764,20.318806,4.81,803.14
164,32965,20.316857,4.73,808.45
165,33166,20.320955,4.75,813.77
166,33367,20.317308,4.92,818.69
167,33568,20.307212,4.76,823.46
168,33769,20.290774,4.75,828.77
169,33970,20.290119,4.83,834.17
170,34171,20.293723,4.74,839.49
171,34372,20.292770,4.72,844.22
172,34573,20.283307,4.85,849.07
173,34774,20.286430,4.74,854.37
174,34975,20.296710,4.81,859.19
175,35176,20.274865,4.82,864.00
176,35377,20.279812,4.78,869.37
177,35578,20.285766,4.82,874.19
178,35779,20.279150,4.79,878.98
179,35980,20.260446,4.74,883.72
180,36181,20.243677,4.72,889.02
181,36382,20.245917,4.72,894.32
182,36583,20.247931,4.87,899.19
183,36784,20.246333,4.77,903.96
184,36985,20.245575,4.76,908.72
185,37186,20.258867,4.80,913.52
186,37387,20.259306,4.80,918.33
187,37588,20.263659,4.78,923.10
188,37789,20.260416,4.76,927.87
189,37990,20.254343,4.80,932.67
190,38191,20.265520,4.75,937.42
191,38392,20.255865,4.73,942.15
192,38593,20.261140,4.84,947.00
193,38794,20.250678,4.81,951.81
194,38995,20.245204,4.79,956.60
195,39196,20.224506,4.88,961.49
196,39397,20.229898,4.71,966.77
197,39598,20.229688,4.79,971.56
198,39799,20.224086,4.82,976.38
199,40000,20.222385,4.79,981.75
200,40201,20.205649,4.79,987.12
201,40402,20.198231,4.78,992.48
202,40603,20.201271,4.76,997.81
203,40804,20.189554,4.70,1002.51
204,41005,20.180515,4.86,1007.94
205,41206,20.175995,4.80,1013.32
206,41407,20.167590,4.79,1018.70
207,41608,20.168932,4.78,1024.05
208,41809,20.162690,4.78,1028.84
209,42010,20.152717,4.80,1034.20
210,42211,20.146306,4.78,1039.56
