iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.779398,4.78,5.24
2,403,20.758693,4.77,10.59
3,604,20.722813,4.79,15.95
4,805,20.698421,4.81,21.34
5,1006,20.679060,4.76,26.67
6,1207,23.934824,4.81,32.06
7,1408,23.777652,4.87,36.93
8,1609,24.586891,4.73,41.66
9,1810,23.562338,4.79,46.45
10,2011,23.477885,4.77,51.22
11,2212,23.388972,4.75,55.98
12,2413,23.298246,4.79,60.77
13,2614,23.226994,4.76,65.53
14,2815,23.154330,4.69,70.22
15,3016,23.078524,4.87,75.09
16,3217,23.021239,4.79,79.88
17,3418,22.958274,4.78,84.66
18,3619,22.907975,4.85,89.52
19,3820,22.837454,4.74,94.26
20,4021,22.773058,4.82,99.09
21,4222,22.734263,4.83,103.92
22,4423,22.665153,4.84,108.77
23,4624,22.628344,4.79,113.56
24,4825,22.550824,4.81,118.38
25,5026,22.508279,4.88,123.25
26,5227,22.459284,4.83,128.08
27,5428,22.418173,4.79,132.88
28,5629,22.361354,4.78,137.67
29,5830,22.320951,4.77,142.44
30,6031,22.265402,4.86,147.30
31,6232,22.218598,4.80,152.10
32,6433,22.169055,4.73,156.83
33,6634,22.125163,4.87,161.71
34,6835,22.082814,4.80,166.51
35,7036,22.041045,4.80,171.31
36,7237,22.006066,4.82,176.14
37,7438,21.967964,4.80,180.94
38,7639,21.930698,4.76,185.71
39,7840,21.891938,4.82,190.53
40,8041,21.864845,4.82,195.35
41,8242,21.832924,4.78,200.13
42,8443,21.801765,4.76,204.89
43,8644,21.771491,4.87,209.77
44,8845,21.740353,4.76,214.53
45,9046,21.711778,4.75,219.28
46,9247,21.685804,4.79,224.07
47,9448,21.653886,4.73,228.80
48,9649,21.631788,4.79,233.60
49,9850,21.593076,4.84,238.44
50,10051,21.563604,4.73,243.18
51,10252,21.536424,4.81,247.98
52,10453,21.512138,4.83,252.81
53,10654,21.483730,4.78,257.59
54,10855,21.457809,4.79,262.39
55,11056,21.435319,4.78,267.17
56,11257,21.414483,4.78,271.95
57,11458,21.390474,4.81,276.77
58,11659,21.363672,4.75,281.52
59,11860,21.346667,4.78,286.30
60,12061,21.336323,4.77,291.07
61,12262,21.307627,4.83,295.90
62,12463,21.293085,4.79,300.70
63,12664,21.270034,4.87,305.57
64,12865,21.252686,4.87,310.44
65,13066,21.222279,4.73,315.17
