iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.688121,4.83,5.29
2,403,20.662333,4.78,10.65
3,604,20.656401,4.76,15.98
4,805,20.651160,4.82,21.38
5,1006,20.643829,4.81,26.77
6,1207,23.809224,4.74,32.09
7,1408,23.765249,4.84,36.93
8,1609,23.718892,4.78,41.72
9,1810,23.680435,4.79,46.51
10,2011,23.637282,4.75,51.26
11,2212,23.590109,4.84,56.11
12,2413,23.559550,4.81,60.92
13,2614,23.530690,4.78,65.70
14,2815,23.485960,4.79,70.49
15,3016,23.439726,4.69,75.19
16,3217,23.396074,4.80,79.99
17,3418,23.338942,4.76,84.76
18,3619,23.300568,4.80,89.56
19,3820,23.258298,4.83,94.39
20,4021,23.216801,4.79,99.19
21,4222,23.162483,4.85,104.04
22,4423,23.113776,4.80,108.84
23,4624,23.058142,4.76,113.61
24,4825,23.005089,4.77,118.38
25,5026,22.943071,4.78,123.17
26,5227,22.881991,4.76,127.93
27,5428,22.840269,4.75,132.69
28,5629,22.798442,4.73,137.42
29,5830,22.747376,4.78,142.21
30,6031,22.697746,4.78,146.99
31,6232,22.652428,4.80,151.79
32,6433,22.610919,4.75,156.55
33,6634,22.564064,4.74,161.29
34,6835,22.525230,4.79,166.08
35,7036,22.483175,4.78,170.86
36,7237,22.446247,4.71,175.57
37,7438,22.419388,4.85,180.42
38,7639,22.384256,4.74,185.17
39,7840,22.349450,4.75,189.92
40,8041,22.311016,4.78,194.71
41,8242,22.270818,4.74,199.45
42,8443,22.242357,4.70,204.15
43,8644,22.210699,4.79,208.95
44,8845,22.177858,4.79,213.74
45,9046,22.134750,4.84,218.58
46,9247,22.099635,4.75,223.33
47,9448,22.068484,4.85,228.18
48,9649,22.018646,4.76,232.94
49,9850,21.990901,4.84,237.78
50,10051,21.952533,4.72,242.51
51,10252,21.924429,4.74,247.25
52,10453,21.889544,4.78,252.03
53,10654,21.858347,4.71,256.74
54,10855,21.824460,4.82,261.57
55,11056,21.797074,4.83,266.40
56,11257,21.759423,4.81,271.21
57,11458,21.734259,4.76,275.97
58,11659,21.707715,4.74,280.72
59,11860,21.674054,4.76,285.48
60,12061,21.652500,4.80,290.29
61,12262,21.613918,4.76,295.05
62,12463,21.579720,4.77,299.83
63,12664,21.553349,4.81,304.64
64,12865,21.542023,4.75,309.39
65,13066,21.519175,4.81,314.20
66,13267,21.494741,4.79,318.99
67,13468,21.475814,4.73,323.73
68,13669,21.448228,4.71,328.44
69,13870,21.419823,4.84,333.28
70,14071,21.402082,4.85,338.13
71,14272,21.390502,4.70,342.83
72,14473,21.373809,4.80,347.63
73,14674,21.355373,4.75,352.38
74,14875,21.331284,4.75,357.14
75,15076,21.315846,4.79,361.92
76,15277,21.291411,4.80,366.73
77,15478,21.271472,4.79,371.52
78,15679,21.254317,4.79,376.31
79,15880,21.235938,4.85,381.17
80,16081,21.222253,4.79,385.96
81,16282,21.200098,4.76,390.72
82,16483,21.190935,4.73,395.46
83,16684,21.175385,4.75,400.21
84,16885,21.149864,4.82,405.03
85,17086,21.135839,4.77,409.80
86,17287,21.118446,4.76,414.57
87,17488,21.106084,4.77,419.34
88,17689,21.088832,4.83,424.18
89,17890,21.082489,4.89,429.06
90,18091,21.063242,4.81,433.88
91,18292,21.059043,4.73,438.61
92,18493,21.043718,4.74,443.35
93,18694,21.035719,4.75,448.10
94,18895,21.013989,4.82,452.93
95,19096,21.011121,4.80,457.73
96,19297,20.991524,4.80,462.53
97,19498,20.984341,4.82,467.35
98,19699,20.991053,4.79,472.14
99,19900,20.960127,4.80,476.94
100,20101,20.940329,4.78,481.73
101,20302,20.934470,4.72,486.45
102,20503,20.926147,4.82,491.27
103,20704,20.908324,4.85,496.13
104,20905,20.894489,4.74,500.87
105,21106,20.881945,4.73,505.61
106,21307,20.879075,4.88,510.49
107,21508,20.860458,4.77,515.26
108,21709,20.839841,4.75,520.02
109,21910,20.824574,4.77,524.79
110,22111,20.808825,4.77,529.57
111,22312,20.795875,4.79,534.36
