iteration,total_queries,loss,iter_time_s,total_time_s
1,202,50.070015,4.71,5.16
2,403,20.784374,4.67,10.39
3,604,20.780506,4.75,15.71
4,805,20.775803,4.78,21.06
5,1006,20.768981,4.71,26.35
6,1207,24.575511,4.74,31.67
7,1408,24.500036,4.77,36.44
8,1609,24.442920,4.79,41.23
9,1810,24.379312,4.78,46.02
10,2011,24.324378,4.79,50.81
11,2212,24.275704,4.87,55.69
12,2413,24.230700,4.74,60.43
13,2614,24.178825,4.78,65.21
14,2815,24.128047,4.80,70.02
15,3016,24.077595,4.75,74.77
16,3217,24.029779,4.72,79.49
17,3418,23.988568,4.77,84.26
18,3619,23.945486,4.86,89.12
19,3820,23.900352,4.76,93.89
20,4021,23.867272,4.72,98.61
21,4222,23.819928,4.79,103.40
22,4423,23.787438,4.83,108.24
23,4624,23.738319,4.76,113.00
24,4825,23.693130,4.79,117.79
25,5026,23.646672,4.79,122.58
26,5227,23.606920,4.73,127.31
27,5428,23.556372,4.85,132.16
28,5629,23.520386,4.83,136.99
29,5830,23.479546,4.80,141.79
30,6031,23.448587,4.75,146.54
31,6232,23.390056,4.79,151.34
32,6433,23.339305,4.75,156.09
33,6634,23.295539,4.74,160.84
34,6835,23.253038,4.76,165.60
35,7036,23.200175,4.78,170.38
36,7237,23.154797,4.76,175.14
37,7438,23.110235,4.73,179.88
38,7639,23.068320,4.73,184.61
39,7840,23.036854,4.76,189.37
40,8041,22.988839,4.76,194.13
41,8242,22.951985,4.91,199.05
42,8443,22.902923,4.75,203.80
43,8644,22.858172,4.83,208.63
44,8845,22.809493,4.83,213.47
45,9046,22.753973,4.87,218.34
46,9247,22.714943,4.78,223.12
47,9448,22.669025,4.79,227.91
48,9649,22.615584,4.72,232.63
49,9850,22.576837,4.72,237.35
50,10051,22.536586,4.79,242.15
51,10252,22.498832,4.80,246.95
52,10453,22.458406,4.79,251.74
53,10654,22.435360,4.77,256.51
54,10855,22.394965,4.80,261.31
55,11056,22.366606,4.78,266.09
56,11257,22.344936,4.80,270.89
57,11458,22.311208,4.79,275.68
58,11659,22.281377,4.75,280.44
59,11860,22.247609,4.79,285.23
60,12061,22.217123,4.80,290.04
61,12262,22.185439,4.76,294.80
62,12463,22.156222,4.82,299.63
