iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.854539,4.85,5.31
2,403,20.836722,4.83,10.72
3,604,20.815741,4.77,16.07
4,805,20.795990,4.79,21.44
5,1006,20.775115,4.76,26.77
6,1207,24.554931,4.93,32.27
7,1408,24.443396,4.72,36.99
8,1609,24.353774,4.79,41.78
9,1810,24.246292,4.75,46.54
10,2011,24.139813,4.80,51.34
11,2212,24.099300,4.77,56.11
12,2413,24.018184,4.75,60.86
13,2614,23.925835,4.81,65.68
14,2815,23.853453,4.79,70.47
15,3016,23.757256,4.86,75.33
16,3217,23.673729,4.81,80.14
17,3418,23.607739,4.82,84.97
18,3619,23.523189,4.75,89.71
19,3820,23.444897,4.73,94.44
20,4021,23.364499,4.74,99.19
21,4222,23.282910,4.81,104.00
22,4423,23.219112,4.76,108.76
23,4624,23.143606,4.77,113.53
24,4825,23.080969,4.75,118.28
25,5026,23.014634,4.78,123.07
26,5227,22.944981,4.77,127.84
27,5428,22.877868,4.75,132.59
28,5629,22.807188,4.76,137.36
29,5830,22.745873,4.79,142.15
30,6031,22.691765,4.78,146.93
31,6232,22.650248,4.73,151.66
32,6433,22.610887,4.79,156.45
33,6634,22.563324,4.76,161.21
34,6835,22.521180,4.71,165.92
35,7036,22.469576,4.76,170.68
36,7237,22.424158,4.80,175.48
37,7438,22.393856,4.73,180.21
38,7639,22.333340,4.74,184.95
39,7840,22.304553,4.76,189.72
40,8041,22.258508,4.81,194.53
41,8242,22.234940,4.86,199.39
42,8443,22.196260,4.77,204.16
43,8644,22.144268,4.82,208.99
44,8845,22.108756,4.87,213.85
45,9046,22.078850,4.82,218.67
46,9247,22.019588,4.70,223.38
47,9448,21.973178,4.81,228.19
48,9649,21.939765,4.76,232.95
49,9850,21.898864,4.67,237.63
50,10051,21.854719,4.83,242.46
51,10252,21.820336,4.72,247.18
52,10453,21.792770,4.79,251.97
53,10654,21.760491,4.75,256.73
54,10855,21.715620,4.73,261.45
55,11056,21.683169,4.79,266.24
56,11257,21.639599,4.81,271.05
57,11458,21.599144,4.70,275.76
58,11659,21.567431,4.78,280.54
59,11860,21.543340,4.75,285.29
60,12061,21.516878,4.83,290.12
61,12262,21.479589,4.79,294.91
62,12463,21.444739,4.80,299.71
63,12664,21.409493,4.79,304.51
64,12865,21.383181,4.76,309.28
65,13066,21.342074,4.84,314.11
66,13267,21.316678,4.79,318.91
67,13468,21.281331,4.80,323.71
68,13669,21.258297,4.79,328.50
69,13870,21.228071,4.90,333.41
70,14071,21.199770,4.80,338.21
71,14272,21.170664,4.82,343.03
72,14473,21.146169,4.89,347.93
73,14674,21.113253,4.78,352.71
74,14875,21.082614,4.79,357.51
75,15076,21.056469,4.88,362.39
76,15277,21.029817,4.72,367.11
77,15478,20.999036,4.84,371.95
78,15679,20.972728,4.78,376.73
79,15880,20.952382,4.83,381.56
80,16081,20.933668,4.77,386.34
81,16282,20.907380,4.82,391.16
82,16483,20.892058,4.87,396.03
83,16684,20.894999,4.81,400.84
84,16885,20.868710,4.83,405.67
85,17086,20.846911,4.79,410.46
86,17287,20.833234,4.76,415.23
87,17488,20.818236,4.78,420.01
88,17689,20.810555,4.75,424.76
89,17890,20.783474,4.80,429.56
90,18091,20.767435,4.86,434.42
91,18292,20.758331,4.82,439.81
92,18493,20.733630,4.72,445.10
93,18694,20.720069,4.77,450.45
94,18895,20.706269,4.74,455.77
95,19096,20.695201,4.74,461.07
96,19297,20.675999,4.74,466.38
97,19498,20.664021,4.80,471.77
98,19699,20.654827,4.75,477.10
99,19900,20.640811,4.81,482.48
100,20101,20.627378,4.83,487.89
101,20302,20.632116,4.86,493.33
102,20503,20.604209,4.78,498.12
103,20704,20.599785,4.82,503.51
104,20905,20.585761,4.77,508.85
105,21106,20.559901,4.72,514.14
106,21307,20.558843,4.75,519.46
107,21508,20.550183,4.75,524.77
108,21709,20.530007,4.79,530.13
109,21910,20.517834,4.74,535.46
110,22111,20.516333,4.85,540.89
111,22312,20.519663,4.77,546.24
112,22513,20.497132,4.73,550.96
113,22714,20.488410,4.81,556.35
114,22915,20.460975,4.71,561.64
115,23116,20.449574,4.79,567.01
116,23317,20.447241,4.74,572.33
117,23518,24.472670,4.82,577.74
118,23719,20.434843,4.78,582.52
119,23920,20.417332,4.78,587.86
120,24121,20.411593,4.81,593.24
121,24322,20.394221,4.76,598.58
122,24523,20.406296,4.74,603.89
123,24724,20.398906,4.72,608.62
124,24925,20.379155,4.78,613.40
125,25126,20.360077,4.82,618.79
126,25327,20.347668,4.72,624.09
127,25528,20.336478,4.81,629.48
128,25729,20.323824,4.78,634.84
129,25930,20.311288,4.76,640.19
130,26131,20.297221,4.80,645.57
131,26332,20.291975,4.79,650.94
132,26533,20.287597,4.85,656.37
133,26734,20.283608,4.78,661.72
134,26935,20.274847,4.81,667.12
135,27136,20.271343,4.81,672.51
136,27337,20.265523,4.71,677.79
137,27538,20.256431,4.75,683.12
138,27739,20.252145,4.74,688.44
139,27940,20.253337,4.74,693.76
140,28141,20.246831,4.75,698.52
141,28342,20.239369,4.79,703.88
142,28543,20.223254,4.82,709.27
143,28744,20.212974,4.85,714.70
144,28945,20.202978,4.73,720.00
145,29146,20.192961,4.76,725.34
146,29347,20.189327,4.86,730.78
147,29548,20.178175,4.78,736.15
148,29749,20.179110,4.82,741.53
149,29950,20.162141,4.74,746.27
150,30151,20.149808,4.82,751.67
151,30352,20.137111,4.81,757.06
152,30553,20.133937,4.79,762.43
153,30754,20.129342,4.77,767.78
154,30955,20.113495,4.81,773.17
155,31156,20.110580,4.71,778.45
156,31357,20.100275,4.77,783.80
157,31558,20.094342,4.85,789.22
158,31759,20.087989,4.79,794.58
159,31960,20.086878,4.75,799.91
160,32161,20.082062,4.80,805.29
161,32362,20.078762,4.89,810.78
162,32563,20.072645,4.79,816.15
163,32764,20.066294,4.79,821.52
164,32965,20.064706,4.75,826.84
165,33166,20.068660,4.73,832.15
166,33367,10.588582,4.78,836.93
167,33568,10.563067,4.82,842.33
168,33769,10.538522,4.84,847.74
169,33970,10.498420,4.76,853.09
170,34171,10.459649,4.87,858.53
171,34372,10.416317,4.72,863.83
172,34573,10.361539,4.72,869.13
173,34774,10.299031,4.77,874.48
174,34975,11.333388,4.77,879.83
175,35176,11.084349,4.75,884.58
176,35377,10.824655,4.79,889.37
177,35578,10.602221,4.82,894.19
178,35779,10.421366,4.78,898.97
179,35980,10.309209,4.76,903.73
180,36181,10.209364,4.82,908.55
181,36382,10.122915,4.83,913.96
182,36583,0.053915,4.81,919.35
