# --- Attack Parameters ---
# {
#     "executable": "/temp/resources/execution_files/fsanet_headpose_mnn",
#     "image": "/img_align_celeba/198647.jpg",
#     "hooks": "/temp/hook_config/fsanet_headpose_mnn_hook_config.json",
#     "model": null,
#     "models": "/temp/resources/models/fsanet-var.mnn,/temp/resources/models/fsanet-1x1.mnn",
#     "iterations": 200,
#     "learning_rate": 2.0,
#     "l_inf_norm": 16.0,
#     "lr_decay_rate": 0.97,
#     "lr_decay_steps": 50,
#     "missing_hook_penalty": 10.0,
#     "margin": 0.05,
#     "population_size": 200,
#     "sigma": 0.6,
#     "enable_stagnation_decay": true,
#     "stagnation_patience": 20,
#     "min_loss_delta": 0.001,
#     "enable_fitness_shaping": true,
#     "adam_beta1": 0.9,
#     "adam_beta2": 0.999,
#     "adam_epsilon": 1e-08,
#     "enable_dynamic_focus": true,
#     "evaluation_window": 10,
#     "boost_weight": 12.0,
#     "non_target_weight": 1.0,
#     "satisfied_weight": 3.0,
#     "satisfaction_threshold": 0.01,
#     "satisfaction_patience": 3,
#     "raw_args_template": null,
#     "workers": 64,
#     "output_dir": "/temp/outputs/fsanet_headpose_mnn_attack_results/198647_attacked",
#     "model_paths": [
#         "/temp/resources/models/fsanet-var.mnn",
#         "/temp/resources/models/fsanet-1x1.mnn"
#     ]
# }
# -----------------------

iteration,total_queries,loss,best_loss,lr,is_successful_iter,num_satisfied_hooks,total_hooks,attack_mode,focus_targets,hook_details,iter_time_s,total_time_s
1,202,26.478127,inf,2.000000,False,1,3,scouting,"None","",4.53,4.94
2,403,24.138549,26.478127,2.000000,False,1,3,scouting,"None","",4.54,9.95
3,604,22.187197,24.138549,2.000000,False,1,3,scouting,"None","",4.54,14.96
4,805,20.262013,22.187197,2.000000,False,1,3,scouting,"None","",4.57,20.01
5,1006,18.199443,20.262013,2.000000,False,1,3,scouting,"None","",4.53,25.01
6,1207,20.562460,18.199443,2.000000,False,0,3,scouting,"None","",4.45,29.93
7,1408,20.416934,18.199443,2.000000,False,0,3,scouting,"None","",4.49,34.43
8,1609,14.057105,18.199443,2.000000,False,1,3,scouting,"None","",4.48,38.91
9,1810,13.076257,14.057105,2.000000,False,1,3,scouting,"None","",4.61,43.99
10,2011,11.564091,13.076257,2.000000,False,1,3,scouting,"None","",4.70,49.16
11,2212,11.909158,11.564091,2.000000,False,1,3,focused_fire,"0x2420","",4.70,54.33
12,2413,0.000000,11.564091,2.000000,True,3,3,focused_fire,"0x2420","{"0x2354": {"loss": 0.0, "satisfied": true}, "0x2420": {"loss": 0.0, "satisfied": true}, "0x2438": {"loss": 0.0, "satisfied": true}}",4.65,58.99
