iteration,total_queries,loss,iter_time_s,total_time_s
1,202,30.099560,4.73,5.17
2,403,30.088670,4.69,10.42
3,604,30.066635,4.69,15.66
4,805,30.049288,4.71,20.91
5,1006,30.148813,4.71,26.17
6,1207,30.027491,4.73,30.90
7,1408,30.012097,4.70,36.15
8,1609,20.762300,4.81,41.51
9,1810,20.755397,4.71,46.79
10,2011,20.751710,4.85,52.22
11,2212,24.456361,4.86,57.66
12,2413,24.423941,4.72,62.38
13,2614,24.401226,4.77,67.15
14,2815,24.350088,4.75,71.90
15,3016,24.289030,4.73,76.63
16,3217,24.254601,4.80,81.44
17,3418,24.214644,4.80,86.24
18,3619,24.151552,4.85,91.09
19,3820,24.068637,4.81,95.91
20,4021,23.960315,4.77,100.68
21,4222,23.898576,4.75,105.43
22,4423,23.807707,4.71,110.14
23,4624,23.748438,4.75,114.89
24,4825,23.662293,4.69,119.59
25,5026,23.597229,4.77,124.36
26,5227,23.540661,4.78,129.14
27,5428,23.484694,4.83,133.97
28,5629,23.418816,4.84,138.81
29,5830,23.331273,4.88,143.69
30,6031,23.274800,4.79,148.48
31,6232,23.215687,4.85,153.33
32,6433,23.160844,4.84,158.17
33,6634,23.095786,4.75,162.92
34,6835,23.048670,4.85,167.78
35,7036,22.986096,4.81,172.58
36,7237,22.946535,4.75,177.33
37,7438,22.902037,4.78,182.12
38,7639,22.861260,4.80,186.91
39,7840,22.821522,4.76,191.68
40,8041,22.792983,4.73,196.41
41,8242,22.752315,4.84,201.25
42,8443,22.736908,4.76,206.02
43,8644,22.707417,4.76,210.78
44,8845,22.675580,4.76,215.54
45,9046,22.648789,4.72,220.27
46,9247,22.617998,4.71,224.98
47,9448,22.594579,4.79,229.77
48,9649,22.568664,4.87,234.64
49,9850,22.518152,4.79,239.44
50,10051,22.475404,4.74,244.18
51,10252,22.458247,4.80,248.99
52,10453,22.406625,4.75,253.74
53,10654,22.377267,4.78,258.52
54,10855,22.352735,4.78,263.30
55,11056,22.319293,4.82,268.12
56,11257,22.282978,4.77,272.89
