iteration,total_queries,loss,iter_time_s,total_time_s
1,202,30.060944,4.71,5.16
2,403,30.049640,4.73,10.43
3,604,30.035803,4.68,15.66
4,805,30.024869,4.64,20.85
5,1006,30.012151,4.65,26.04
6,1207,20.883379,4.67,31.26
7,1408,20.871706,4.77,36.61
8,1609,20.855988,4.73,41.92
9,1810,20.844294,4.81,47.31
10,2011,20.839631,4.70,52.57
11,2212,20.815133,4.81,57.96
12,2413,20.808297,4.87,63.40
13,2614,20.789016,4.77,68.76
14,2815,24.654452,4.74,74.07
15,3016,24.530564,4.78,78.86
16,3217,24.442652,4.75,83.61
17,3418,24.321288,4.75,88.36
18,3619,24.167597,4.75,93.11
19,3820,24.073842,4.81,97.92
20,4021,23.982622,4.70,102.62
21,4222,23.880760,4.72,107.34
22,4423,23.787443,4.72,112.06
23,4624,23.694548,4.79,116.86
24,4825,23.603623,4.82,121.68
25,5026,23.560374,4.74,126.42
26,5227,23.521390,4.72,131.14
27,5428,23.460483,4.91,136.05
28,5629,23.437629,4.78,140.83
29,5830,23.415503,4.74,145.58
30,6031,23.349935,4.83,150.41
31,6232,23.297976,4.76,155.17
32,6433,23.263074,4.79,159.96
33,6634,23.236124,4.76,164.72
34,6835,23.185723,4.77,169.49
35,7036,23.154589,4.83,174.32
36,7237,23.109025,4.76,179.08
37,7438,23.067923,4.76,183.84
38,7639,23.034395,4.80,188.64
39,7840,22.990863,4.79,193.43
40,8041,22.952379,4.81,198.25
41,8242,22.928127,4.82,203.07
42,8443,22.889146,4.80,207.87
43,8644,22.844127,4.73,212.60
44,8845,22.818431,4.73,217.33
45,9046,22.793495,4.77,222.10
46,9247,22.753680,4.86,226.96
47,9448,22.735466,4.75,231.72
48,9649,80.181452,4.82,236.54
49,9850,22.669903,4.73,241.27
50,10051,22.644313,4.77,246.05
51,10252,22.618791,4.72,250.77
52,10453,22.584161,4.84,255.61
53,10654,22.560700,4.84,260.46
54,10855,22.526599,4.80,265.26
55,11056,22.508619,4.73,270.00
56,11257,22.475242,4.77,274.77
57,11458,22.448201,4.77,279.55
58,11659,22.418151,4.71,284.26
59,11860,22.386977,4.78,289.05
60,12061,22.362357,4.81,293.86
61,12262,22.321361,4.83,298.68
62,12463,22.299851,4.88,303.57
63,12664,22.278137,4.73,308.30
64,12865,22.250613,4.80,313.10
65,13066,22.229627,4.77,317.87
66,13267,80.186190,4.73,322.61
67,13468,22.184143,4.83,327.43
68,13669,22.162956,4.74,332.18
69,13870,22.137923,4.72,336.89
70,14071,22.110798,4.78,341.68
71,14272,22.095874,4.75,346.43
72,14473,22.076739,4.75,351.18
73,14674,22.054892,4.68,355.85
74,14875,22.043443,4.75,360.60
75,15076,22.025945,4.75,365.35
76,15277,22.009890,4.88,370.23
77,15478,21.985850,4.76,374.99
78,15679,21.972396,4.87,379.87
79,15880,21.953169,4.75,384.62
80,16081,21.932639,4.83,389.46
81,16282,21.911029,4.74,394.20
82,16483,21.904866,4.82,399.02
83,16684,21.874394,4.82,403.84
84,16885,21.868972,4.78,408.62
85,17086,21.854730,4.77,413.40
86,17287,21.839754,4.75,418.15
87,17488,21.822853,4.79,422.94
88,17689,21.800032,4.69,427.63
89,17890,21.786140,4.83,432.46
90,18091,21.777981,4.69,437.16
91,18292,21.759236,4.77,441.93
92,18493,21.755617,4.74,446.67
93,18694,21.728502,4.77,451.44
94,18895,21.719466,4.73,456.18
95,19096,21.703486,4.81,460.99
96,19297,21.679192,4.71,465.70
97,19498,21.660718,4.77,470.47
98,19699,21.649642,4.82,475.29
99,19900,21.630290,4.80,480.09
100,20101,21.617148,4.78,484.87
101,20302,21.608343,4.79,489.66
102,20503,21.589973,4.82,494.48
103,20704,21.584102,4.72,499.20
104,20905,21.574569,4.76,503.97
105,21106,21.551826,4.83,508.80
106,21307,21.541968,4.80,513.61
107,21508,21.533898,4.82,518.43
108,21709,21.522508,4.83,523.27
109,21910,21.510368,4.82,528.09
110,22111,21.496876,4.75,532.84
111,22312,21.490342,4.79,537.63
112,22513,21.480961,4.79,542.42
113,22714,21.465369,4.79,547.22
114,22915,21.456622,4.78,552.00
115,23116,21.449187,4.78,556.79
116,23317,21.439062,4.80,561.59
