iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.718843,4.83,5.29
2,403,20.701834,4.82,10.69
3,604,20.682723,4.85,16.12
4,805,20.664533,4.80,21.49
5,1006,20.648647,4.73,26.79
6,1207,23.871863,4.70,32.06
7,1408,23.722452,4.69,36.75
8,1609,23.644070,4.80,41.56
9,1810,23.579157,4.76,46.33
10,2011,23.487248,4.74,51.07
11,2212,23.414463,4.76,55.83
12,2413,23.339824,4.86,60.69
13,2614,23.584391,4.76,65.46
14,2815,23.226229,4.75,70.21
15,3016,23.187280,4.73,74.95
16,3217,23.144000,4.76,79.71
17,3418,23.075118,4.73,84.44
18,3619,23.033682,4.72,89.17
19,3820,22.984637,4.80,93.97
20,4021,22.934584,4.86,98.83
21,4222,22.882958,4.77,103.60
22,4423,22.831613,4.80,108.40
23,4624,22.773343,4.85,113.25
24,4825,22.721350,4.83,118.08
25,5026,22.685088,4.81,122.90
26,5227,22.651109,4.82,127.72
27,5428,22.618404,4.77,132.49
28,5629,22.590554,4.75,137.24
29,5830,22.534566,4.76,142.01
30,6031,22.502530,4.73,146.75
31,6232,22.463660,4.90,151.65
32,6433,22.417970,4.82,156.46
33,6634,22.378450,4.73,161.20
34,6835,22.336118,4.71,165.91
35,7036,22.286272,4.78,170.69
36,7237,22.238734,4.77,175.46
37,7438,22.199960,4.73,180.19
38,7639,22.145002,4.78,184.98
39,7840,22.121447,4.83,189.81
40,8041,22.077049,4.76,194.57
41,8242,22.034770,4.80,199.37
42,8443,22.006665,4.71,204.08
43,8644,21.971836,4.81,208.89
44,8845,21.922563,4.77,213.67
45,9046,21.890575,4.81,218.49
46,9247,21.865540,4.77,223.26
47,9448,21.821437,4.72,227.99
48,9649,21.807283,4.76,232.75
49,9850,21.767364,4.75,237.50
50,10051,21.742647,4.75,242.25
51,10252,21.714272,4.84,247.09
52,10453,21.700033,4.74,251.83
53,10654,21.673790,4.80,256.64
54,10855,21.652173,4.80,261.44
55,11056,21.632709,4.72,266.16
56,11257,21.621608,4.76,270.92
57,11458,21.580507,4.77,275.70
58,11659,21.558828,4.80,280.50
59,11860,21.530370,4.78,285.28
60,12061,21.511121,4.84,290.12
61,12262,21.482722,4.82,294.95
62,12463,21.463299,4.72,299.68
63,12664,21.433253,4.83,304.51
