iteration,total_queries,loss,iter_time_s,total_time_s
1,202,63.626810,4.71,5.15
2,403,63.192114,4.79,10.48
3,604,62.401922,4.68,15.70
4,805,62.168806,4.62,20.86
5,1006,61.605995,4.68,26.10
6,1207,116.866362,4.74,31.39
7,1408,113.970813,4.67,36.06
8,1609,112.354678,4.69,40.75
9,1810,109.471625,4.74,45.50
10,2011,106.071517,4.70,50.20
11,2212,103.788775,4.66,54.87
12,2413,101.840487,4.63,59.50
13,2614,99.159365,4.62,64.13
14,2815,96.167742,4.66,68.79
15,3016,94.039622,4.61,73.41
16,3217,92.400736,4.67,78.08
17,3418,89.820345,4.70,82.78
18,3619,87.967398,4.65,87.43
19,3820,85.994849,4.79,92.22
20,4021,83.541819,4.63,96.85
21,4222,81.716922,4.69,101.54
22,4423,103.687621,4.72,106.26
23,4624,77.764052,4.67,110.93
24,4825,75.033526,4.65,115.59
25,5026,72.923144,4.66,120.25
26,5227,70.103331,4.60,124.85
27,5428,67.656585,4.74,129.58
28,5629,65.753455,4.81,134.40
29,5830,63.808543,4.82,139.22
30,6031,61.683512,4.68,143.90
31,6232,59.133814,4.72,148.62
32,6433,56.684229,4.64,153.81
33,6634,53.830050,4.76,159.11
34,6835,52.312861,4.69,164.34
35,7036,50.140326,4.59,169.48
36,7237,20.786587,4.75,174.78
37,7438,20.782934,4.86,180.23
38,7639,20.779067,4.78,185.58
39,7840,20.774455,4.82,190.97
40,8041,20.768749,4.74,196.28
41,8242,20.760746,4.81,201.66
42,8443,20.751953,4.79,207.01
43,8644,20.744947,4.80,212.39
44,8845,24.433489,4.83,217.79
45,9046,24.386800,4.75,222.54
46,9247,24.323983,4.85,227.39
47,9448,24.263791,4.78,232.18
48,9649,24.196117,4.77,236.95
49,9850,24.130351,4.89,241.84
50,10051,24.078538,4.76,246.60
51,10252,24.031663,4.78,251.38
52,10453,23.980523,4.73,256.11
53,10654,23.929913,4.76,260.87
54,10855,23.872849,4.74,265.61
55,11056,23.824555,4.80,270.42
56,11257,23.785162,4.73,275.16
57,11458,23.727765,4.76,279.92
58,11659,23.684756,4.68,284.60
59,11860,23.640029,4.75,289.35
60,12061,23.597800,4.84,294.19
61,12262,23.556008,4.83,299.03
62,12463,23.523704,4.90,303.93
63,12664,23.491979,4.80,308.73
64,12865,23.451770,4.74,313.48
65,13066,23.406928,4.81,318.29
66,13267,23.368921,4.82,323.11
67,13468,23.339775,4.85,327.96
68,13669,23.310935,4.75,332.71
69,13870,23.286295,4.68,337.39
70,14071,23.261210,4.85,342.24
71,14272,23.246828,4.79,347.04
72,14473,23.221530,4.90,351.94
73,14674,23.192399,4.80,356.74
74,14875,23.158361,4.83,361.58
75,15076,23.134446,4.87,366.45
76,15277,23.115662,4.83,371.29
77,15478,23.099010,4.79,376.08
78,15679,23.072954,4.83,380.91
79,15880,23.058884,4.77,385.69
80,16081,23.046324,4.77,390.47
81,16282,23.039041,4.73,395.20
82,16483,23.025838,4.78,399.98
83,16684,22.994817,4.77,404.75
84,16885,22.987594,4.77,409.52
85,17086,22.966409,4.77,414.29
86,17287,22.941118,4.81,419.11
87,17488,22.922571,4.75,423.86
88,17689,22.890731,4.81,428.67
89,17890,22.867418,4.85,433.52
90,18091,22.846257,4.78,438.30
91,18292,22.849358,4.78,443.09
92,18493,22.812742,4.76,447.85
93,18694,22.789202,4.80,452.66
94,18895,22.767174,4.78,457.44
95,19096,22.764578,4.84,462.28
96,19297,22.741803,4.78,467.06
97,19498,22.732400,4.73,471.80
98,19699,22.724889,4.79,476.59
99,19900,22.712376,4.86,481.45
100,20101,22.708408,4.73,486.18
101,20302,22.679496,4.77,490.95
102,20503,22.657310,4.82,495.77
103,20704,22.637237,4.74,500.51
104,20905,22.614594,4.77,505.29
105,21106,22.600998,4.74,510.03
106,21307,22.588709,4.79,514.82
107,21508,22.579311,4.72,519.55
108,21709,22.586587,4.82,524.38
109,21910,22.550290,4.83,529.21
110,22111,22.538526,4.77,533.98
111,22312,22.527999,4.84,538.82
112,22513,22.513149,4.79,543.61
113,22714,22.500274,4.86,548.47
114,22915,22.499927,4.75,553.23
115,23116,22.472262,4.73,557.96
116,23317,22.457858,4.76,562.73
117,23518,22.441873,4.83,567.55
118,23719,22.434756,4.82,572.38
119,23920,22.427258,4.80,577.18
120,24121,22.424996,4.89,582.08
121,24322,22.416835,4.91,586.99
122,24523,22.406738,4.81,591.80
123,24724,22.394650,4.74,596.54
124,24925,22.379700,4.80,601.34
125,25126,22.374037,4.82,606.16
126,25327,22.373109,4.86,611.02
127,25528,22.364903,4.76,615.78
128,25729,22.355352,4.87,620.65
129,25930,22.338264,4.78,625.43
130,26131,22.328598,4.72,630.16
131,26332,22.317821,4.82,634.98
132,26533,22.307474,4.77,639.76
133,26734,22.299034,4.69,644.45
134,26935,22.280997,4.81,649.26
135,27136,22.266660,4.79,654.05
136,27337,22.261489,4.80,658.86
137,27538,22.251655,4.82,663.69
138,27739,22.226343,4.85,668.54
139,27940,22.226241,4.77,673.30
140,28141,22.209350,4.78,678.09
141,28342,22.205055,4.80,682.89
142,28543,22.195883,4.78,687.68
143,28744,22.182261,4.79,692.47
144,28945,22.166741,4.80,697.27
145,29146,22.170022,4.78,702.06
146,29347,22.158700,4.75,706.81
147,29548,22.140745,4.76,711.57
148,29749,22.139372,4.83,716.40
149,29950,22.117377,4.82,721.22
150,30151,22.109778,4.78,726.01
151,30352,22.101153,4.84,730.84
152,30553,22.089934,4.80,735.65
153,30754,22.072421,4.83,740.48
154,30955,22.065179,4.75,745.23
155,31156,22.045842,4.73,749.96
156,31357,22.031625,4.81,754.77
157,31558,22.021214,4.91,759.68
158,31759,22.011363,4.78,764.47
159,31960,22.004013,4.79,769.26
160,32161,21.998425,4.75,774.02
161,32362,21.986127,4.81,778.83
162,32563,21.981852,4.76,783.59
163,32764,21.975550,4.84,788.43
164,32965,21.960723,4.78,793.22
165,33166,21.936382,4.78,798.00
166,33367,21.934745,4.78,802.79
167,33568,21.919545,4.81,807.60
168,33769,21.909483,4.77,812.37
