iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.735067,4.74,5.20
2,403,20.721592,4.87,10.65
3,604,20.727014,4.76,15.98
4,805,20.695190,4.79,20.76
5,1006,20.687051,4.77,26.10
6,1207,24.075805,4.74,31.42
7,1408,24.024287,4.72,36.14
8,1609,23.983631,4.82,40.97
9,1810,23.941405,4.80,45.77
10,2011,23.907790,4.81,50.57
11,2212,23.864877,4.82,55.40
12,2413,23.825334,4.79,60.20
13,2614,23.790244,4.74,64.93
14,2815,23.741575,4.74,69.68
15,3016,23.694693,4.87,74.55
16,3217,23.661853,4.77,79.32
17,3418,23.605125,4.75,84.07
18,3619,23.553241,4.79,88.86
19,3820,23.508442,4.78,93.65
20,4021,23.458680,4.83,98.48
21,4222,23.411882,4.82,103.30
22,4423,23.363197,4.82,108.13
23,4624,23.325941,4.90,113.03
24,4825,23.273762,4.90,117.93
25,5026,23.237365,4.80,122.74
26,5227,23.198599,4.85,127.59
27,5428,23.139715,4.76,132.35
28,5629,23.085857,4.73,137.08
29,5830,23.042321,4.90,141.98
30,6031,22.982589,4.76,146.75
31,6232,22.942632,4.76,151.51
32,6433,22.907349,4.79,156.30
33,6634,22.861366,4.75,161.05
34,6835,22.839337,4.74,165.79
35,7036,22.801118,4.82,170.61
36,7237,22.763192,4.76,175.38
37,7438,23.883824,4.82,180.20
38,7639,22.688543,4.78,184.98
39,7840,22.654406,4.94,189.92
40,8041,22.628670,4.77,194.68
41,8242,22.590111,4.75,199.44
42,8443,22.549048,4.81,204.25
43,8644,22.503010,4.76,209.01
44,8845,22.478631,4.82,213.84
45,9046,22.432551,4.85,218.69
46,9247,22.397658,4.81,223.50
47,9448,22.367411,4.82,228.32
48,9649,22.337934,4.86,233.18
49,9850,22.306891,4.82,238.00
50,10051,22.262651,4.81,242.82
51,10252,22.229609,4.83,247.65
52,10453,22.205601,4.78,252.43
53,10654,22.178659,4.77,257.20
54,10855,22.149502,4.88,262.08
55,11056,22.121682,4.81,266.89
56,11257,22.095859,4.86,271.76
57,11458,22.071461,4.77,276.53
58,11659,22.043120,4.74,281.27
59,11860,22.019893,4.90,286.17
60,12061,22.007477,4.72,290.89
61,12262,21.985611,4.76,295.65
62,12463,21.959705,4.80,300.45
63,12664,21.938152,4.76,305.22
64,12865,21.912249,4.78,310.00
65,13066,21.886309,4.86,314.86
66,13267,21.874044,4.80,319.66
67,13468,21.842787,4.86,324.52
68,13669,21.816273,4.84,329.37
69,13870,21.787265,4.91,334.28
70,14071,21.772929,4.76,339.05
71,14272,21.755439,4.78,343.83
72,14473,21.739088,4.75,348.58
73,14674,21.715358,4.75,353.34
74,14875,21.711157,4.90,358.24
75,15076,21.680300,4.83,363.07
76,15277,21.661241,4.84,367.91
77,15478,21.638433,4.81,372.72
78,15679,21.624816,4.76,377.48
79,15880,21.606541,4.87,382.36
80,16081,21.587554,4.77,387.13
81,16282,21.575915,4.83,391.96
82,16483,21.565114,4.80,396.76
83,16684,21.543667,4.83,401.60
84,16885,21.533429,4.82,406.42
85,17086,21.521071,4.76,411.17
86,17287,21.500378,4.83,416.00
87,17488,21.494846,4.89,420.90
88,17689,21.475640,4.80,425.70
89,17890,21.469504,4.84,430.55
90,18091,21.457063,4.82,435.37
91,18292,21.448341,4.84,440.21
92,18493,21.442080,4.76,444.97
93,18694,21.421074,4.77,449.74
94,18895,23.418712,4.86,454.60
95,19096,21.405934,4.78,459.39
96,19297,21.398343,4.80,464.19
