iteration,total_queries,loss,iter_time_s,total_time_s
1,202,30.044252,4.75,5.20
2,403,30.021421,4.76,10.51
3,604,20.795959,4.69,15.75
4,805,20.764287,4.79,21.12
5,1006,20.771478,4.89,26.58
6,1207,24.626836,4.79,31.38
7,1408,24.519876,4.82,36.20
8,1609,24.410006,4.68,40.88
9,1810,24.305097,4.81,45.69
10,2011,24.226263,4.74,50.42
11,2212,24.122127,4.84,55.27
12,2413,24.046172,4.85,60.12
13,2614,23.954192,4.80,64.92
14,2815,23.847826,4.88,69.80
15,3016,23.795358,4.76,74.56
16,3217,23.719983,4.85,79.41
17,3418,23.643557,4.78,84.20
18,3619,23.604852,4.86,89.06
19,3820,23.550038,4.69,93.75
20,4021,23.478197,4.80,98.56
21,4222,23.422400,4.86,103.42
22,4423,23.334613,4.86,108.28
23,4624,23.273347,4.80,113.08
24,4825,23.218105,4.83,117.91
25,5026,23.174341,4.80,122.72
26,5227,23.121975,4.74,127.46
27,5428,23.062438,4.83,132.29
28,5629,23.018835,4.83,137.12
29,5830,22.960489,4.80,141.93
30,6031,22.907982,4.72,146.64
31,6232,22.870321,4.80,151.44
32,6433,22.827186,4.74,156.19
33,6634,22.764078,4.78,160.97
34,6835,22.721883,4.76,165.73
35,7036,22.699134,4.83,170.56
36,7237,22.654555,4.87,175.43
37,7438,22.603608,4.87,180.30
38,7639,22.560895,4.80,185.11
39,7840,22.531556,4.81,189.92
40,8041,22.481782,4.83,194.76
41,8242,22.438389,4.71,199.47
42,8443,22.402879,4.79,204.27
43,8644,22.371811,4.81,209.08
44,8845,22.335968,4.86,213.94
45,9046,22.306477,4.83,218.77
46,9247,22.247702,4.78,223.56
47,9448,22.220565,4.79,228.35
48,9649,22.194054,4.83,233.18
49,9850,22.161017,4.91,238.09
50,10051,22.143072,4.85,242.94
51,10252,22.137152,4.79,247.73
52,10453,22.122313,4.80,252.54
53,10654,22.089066,4.84,257.38
54,10855,22.055499,4.76,262.15
55,11056,22.048803,4.75,266.90
56,11257,22.013572,4.77,271.67
57,11458,21.975761,4.81,276.48
58,11659,21.940176,4.80,281.29
59,11860,21.909450,4.69,285.98
60,12061,21.889489,4.81,290.79
61,12262,21.854472,4.85,295.64
62,12463,21.832363,4.80,300.45
63,12664,21.803797,4.80,305.25
64,12865,21.739963,4.72,309.97
65,13066,21.713386,4.80,314.77
66,13267,21.650991,4.77,319.54
67,13468,21.645317,4.80,324.34
68,13669,21.622389,4.84,329.18
69,13870,21.602258,4.76,333.95
70,14071,21.571328,4.79,338.74
71,14272,21.502208,4.78,343.52
72,14473,21.496365,4.76,348.28
73,14674,21.485381,4.83,353.12
74,14875,21.455752,4.79,357.90
75,15076,21.453960,4.81,362.71
76,15277,21.392600,4.77,367.48
77,15478,21.390602,4.78,372.26
78,15679,21.376627,4.81,377.07
79,15880,21.363956,4.79,381.86
80,16081,21.347598,4.80,386.66
81,16282,21.308838,4.83,391.50
82,16483,21.284214,4.79,396.29
83,16684,21.270993,4.80,401.09
84,16885,21.231485,4.79,405.88
85,17086,21.201394,4.80,410.68
86,17287,21.153997,4.80,415.48
87,17488,21.132608,4.84,420.33
88,17689,21.099135,4.84,425.17
89,17890,21.080952,4.79,429.97
90,18091,21.053859,4.74,434.71
91,18292,23.418691,4.80,439.52
92,18493,20.995454,4.79,444.31
93,18694,20.984174,4.84,449.15
94,18895,20.957012,4.80,453.95
95,19096,20.939111,4.84,458.79
96,19297,20.905230,4.82,463.62
97,19498,20.884081,4.81,468.43
98,19699,20.855732,4.85,473.29
99,19900,20.824408,4.94,478.23
100,20101,20.795017,4.80,483.03
101,20302,20.769776,4.84,487.87
102,20503,20.745600,4.81,492.69
103,20704,20.729184,4.75,498.01
104,20905,20.688562,4.83,503.41
105,21106,20.678821,4.75,508.74
106,21307,20.643526,4.74,514.06
107,21508,20.624025,4.77,519.40
108,21709,20.605493,4.78,524.76
109,21910,20.596534,4.77,530.11
110,22111,20.580942,4.80,535.47
111,22312,20.560486,4.80,540.85
112,22513,20.554894,4.79,546.21
113,22714,20.533260,4.75,551.54
114,22915,20.504118,4.80,556.91
115,23116,20.496874,4.85,562.34
116,23317,20.476865,4.76,567.67
117,23518,20.453001,4.82,573.06
118,23719,20.469026,4.82,578.45
119,23920,20.425220,4.85,583.30
120,24121,20.426821,4.88,588.76
121,24322,20.413730,4.83,593.59
122,24523,20.393613,4.87,599.02
123,24724,20.388281,4.89,604.49
124,24925,20.364414,4.83,609.90
125,25126,20.331559,4.78,615.26
126,25327,20.322925,4.85,620.68
127,25528,20.306253,4.79,626.05
128,25729,20.284570,4.77,631.39
129,25930,20.285815,4.85,636.82
130,26131,20.255968,4.75,641.57
131,26332,20.247650,4.79,646.94
132,26533,20.241282,4.77,652.28
133,26734,20.234330,4.87,657.73
