iteration,total_queries,loss,iter_time_s,total_time_s
1,202,30.045742,4.64,5.08
2,403,30.035072,4.66,10.27
3,604,30.029217,4.55,15.36
4,805,30.007932,4.57,20.47
5,1006,20.666943,4.68,25.68
6,1207,23.986257,4.64,30.89
7,1408,23.958759,4.70,35.59
8,1609,23.927757,4.67,40.26
9,1810,23.821707,4.74,45.01
10,2011,23.814100,4.76,49.77
11,2212,23.787607,4.60,54.38
12,2413,80.126383,4.74,59.12
13,2614,23.740620,4.79,63.91
14,2815,80.128529,4.65,68.57
15,3016,24.032975,4.74,73.31
16,3217,23.662248,4.68,77.99
17,3418,23.647555,4.64,82.63
18,3619,23.617491,4.80,87.43
19,3820,23.576912,4.73,92.17
20,4021,23.530247,4.73,96.90
21,4222,23.498172,4.77,101.67
22,4423,23.461352,4.82,106.49
23,4624,23.412810,4.74,111.23
24,4825,23.379625,4.83,116.06
25,5026,23.340069,4.72,120.78
26,5227,23.300473,4.73,125.51
27,5428,23.263333,4.77,130.28
28,5629,23.235067,4.78,135.06
29,5830,23.189366,4.73,139.80
30,6031,23.146397,4.81,144.61
31,6232,23.114158,4.76,149.38
32,6433,23.078752,4.83,154.21
33,6634,23.037453,4.78,158.99
34,6835,22.999870,4.72,163.71
35,7036,22.960326,4.77,168.49
36,7237,22.925148,4.75,173.24
37,7438,22.891595,4.72,177.97
38,7639,22.857333,4.74,182.71
39,7840,22.825696,4.76,187.47
40,8041,22.799707,4.75,192.22
41,8242,22.770968,4.82,197.04
42,8443,22.753938,4.75,201.79
43,8644,22.722262,4.75,206.54
44,8845,22.682883,4.66,211.20
45,9046,22.649958,4.84,216.04
46,9247,22.624761,4.77,220.82
47,9448,22.595178,4.72,225.54
48,9649,22.561478,4.77,230.31
49,9850,22.540284,4.77,235.08
50,10051,22.513004,4.71,239.79
51,10252,22.494580,4.74,244.53
52,10453,22.459663,4.71,249.25
53,10654,22.440428,4.73,253.99
54,10855,22.423580,4.82,258.81
55,11056,22.407741,4.78,263.60
56,11257,22.382783,4.66,268.26
57,11458,22.363978,4.69,272.95
58,11659,80.110480,4.66,277.61
59,11860,22.335028,4.65,282.27
60,12061,22.321219,4.75,287.02
61,12262,22.301617,4.78,291.80
62,12463,22.651259,4.69,296.49
63,12664,22.279977,4.72,301.21
64,12865,22.267293,4.74,305.95
65,13066,22.255358,4.80,310.75
66,13267,22.244569,4.71,315.46
67,13468,22.233766,4.70,320.17
68,13669,22.207847,4.73,324.90
69,13870,22.200883,4.68,329.58
70,14071,22.179969,4.79,334.37
71,14272,22.163047,4.80,339.18
72,14473,22.149953,4.85,344.03
73,14674,22.143628,4.71,348.75
74,14875,22.119958,4.71,353.46
75,15076,22.102840,4.70,358.16
76,15277,22.083412,4.76,362.92
77,15478,22.068948,4.78,367.71
78,15679,22.049797,4.80,372.51
79,15880,22.042778,4.76,377.27
80,16081,22.021044,4.74,382.01
81,16282,22.017079,4.82,386.84
82,16483,22.000338,4.71,391.55
83,16684,21.989647,4.70,396.26
84,16885,21.976324,4.76,401.02
85,17086,21.960972,4.77,405.78
86,17287,21.943798,4.76,410.54
87,17488,21.931521,4.70,415.25
88,17689,21.915362,4.80,420.05
89,17890,21.903682,4.63,424.68
90,18091,21.884841,4.75,429.44
91,18292,21.875005,4.87,434.31
92,18493,21.865588,4.81,439.13
93,18694,21.847316,4.82,443.95
94,18895,21.834853,4.78,448.74
95,19096,21.822689,4.80,453.54
96,19297,21.822954,4.69,458.24
97,19498,21.810609,4.75,462.99
98,19699,21.798914,4.66,467.65
99,19900,21.794726,4.67,472.33
100,20101,21.784982,4.68,477.01
101,20302,21.769212,4.74,481.76
102,20503,21.765918,4.76,486.52
103,20704,21.748454,4.74,491.26
104,20905,21.733084,4.76,496.02
105,21106,21.724606,4.80,500.83
106,21307,21.702133,4.75,505.58
107,21508,21.686431,4.84,510.43
108,21709,21.673652,4.81,515.24
109,21910,21.662044,4.67,519.91
110,22111,21.648583,4.73,524.64
111,22312,21.630256,4.76,529.41
112,22513,21.631173,4.70,534.11
113,22714,21.619463,4.79,538.90
114,22915,21.609450,4.68,543.58
115,23116,21.604713,4.71,548.29
116,23317,21.596851,4.80,553.09
117,23518,21.579091,4.79,557.88
118,23719,21.567169,4.76,562.64
119,23920,21.554310,4.71,567.35
120,24121,21.549624,4.73,572.09
121,24322,21.537749,4.81,576.90
122,24523,21.526805,4.78,581.68
123,24724,21.514308,4.71,586.40
124,24925,21.497854,4.68,591.08
125,25126,21.492911,4.74,595.83
126,25327,21.481909,4.75,600.58
127,25528,21.476545,4.76,605.34
128,25729,21.469439,4.74,610.09
129,25930,21.457646,4.67,614.76
130,26131,21.444052,4.73,619.50
131,26332,21.434818,4.75,624.25
132,26533,21.421168,4.75,629.00
133,26734,21.425194,4.76,633.76
134,26935,21.413501,4.75,638.51
135,27136,21.417208,4.75,643.26
136,27337,21.430697,4.69,647.96
137,27538,21.419375,4.63,652.59
138,27739,21.424969,4.74,657.34
139,27940,21.413230,4.78,662.12
140,28141,21.409736,4.81,666.92
141,28342,21.410150,4.78,671.71
142,28543,21.412137,4.70,676.41
143,28744,21.399194,4.74,681.16
144,28945,21.383497,4.75,685.91
145,29146,21.382656,4.69,690.61
146,29347,21.385822,4.68,695.28
147,29548,21.367847,4.71,700.00
148,29749,21.372264,4.69,704.69
149,29950,21.373846,4.80,709.49
150,30151,21.367702,4.70,714.20
151,30352,21.352770,4.76,718.95
152,30553,21.344623,4.74,723.69
153,30754,21.341887,4.67,728.36
154,30955,21.347325,4.74,733.11
