iteration,total_queries,loss,iter_time_s,total_time_s
1,202,54.025026,4.63,5.14
2,403,54.049531,4.75,10.42
3,604,54.028212,4.70,15.12
4,805,54.012702,4.70,19.83
5,1006,53.707944,4.72,25.09
6,1207,119.061424,4.75,30.43
7,1408,119.050331,4.73,35.16
8,1609,71.863129,4.73,39.89
9,1810,119.009035,4.80,44.69
10,2011,124.006292,4.77,49.46
11,2212,72.115945,4.70,54.16
12,2413,72.132625,4.82,58.99
13,2614,62.163844,4.66,63.65
14,2815,62.178402,4.76,68.41
15,3016,62.158845,4.78,73.20
16,3217,119.138328,4.72,77.92
17,3418,119.136350,4.81,82.74
18,3619,62.052921,4.74,87.48
19,3820,62.005840,4.77,92.25
20,4021,109.025109,4.78,97.04
21,4222,109.028035,4.76,101.80
22,4423,61.936448,4.70,106.50
23,4624,61.921376,4.78,111.28
24,4825,61.884643,4.72,116.00
25,5026,61.858059,4.80,120.80
26,5227,61.822279,4.82,125.62
27,5428,61.778610,4.74,130.36
28,5629,61.743344,4.74,135.10
29,5830,61.692076,4.87,139.97
30,6031,57.068343,4.83,144.80
31,6232,57.035490,4.81,149.61
