iteration,total_queries,loss,iter_time_s,total_time_s
1,202,30.032296,4.62,5.07
2,403,30.023034,4.71,10.34
3,604,20.963396,4.67,15.55
4,805,20.906636,4.64,20.77
5,1006,20.892332,4.78,26.12
6,1207,25.285484,4.68,31.37
7,1408,25.130034,4.72,36.09
8,1609,25.029128,4.83,40.92
9,1810,24.877963,4.70,45.62
10,2011,24.776219,4.72,50.34
11,2212,24.625001,4.77,55.11
12,2413,24.464156,4.77,59.89
13,2614,24.365154,4.76,64.65
14,2815,24.264961,4.74,69.40
15,3016,24.111306,4.75,74.15
16,3217,23.971224,4.84,78.98
17,3418,23.839077,4.72,83.70
18,3619,23.701382,4.71,88.41
19,3820,23.588026,4.67,93.09
20,4021,23.498708,4.72,97.81
21,4222,23.398154,4.82,102.63
22,4423,23.290464,4.83,107.46
23,4624,23.216792,4.76,112.22
24,4825,23.106155,4.77,116.99
25,5026,23.015216,4.79,121.79
26,5227,22.911242,4.84,126.63
27,5428,22.817185,4.79,131.43
28,5629,22.699736,4.76,136.19
29,5830,22.628333,4.80,140.99
30,6031,22.526666,4.80,145.79
31,6232,22.442313,4.76,150.55
32,6433,22.378263,4.76,155.31
33,6634,22.302207,4.80,160.12
34,6835,22.219228,4.74,164.86
35,7036,22.135371,4.74,169.60
36,7237,22.075982,4.69,174.29
37,7438,21.995538,4.73,179.02
38,7639,21.939221,4.74,183.76
39,7840,21.865808,4.81,188.57
40,8041,21.816270,4.80,193.37
41,8242,21.764771,4.77,198.14
42,8443,21.708182,4.75,202.89
43,8644,21.648181,4.70,207.59
44,8845,21.607692,4.76,212.35
45,9046,21.567340,4.77,217.13
46,9247,21.513148,4.73,221.86
47,9448,21.479488,4.78,226.64
48,9649,21.427942,4.83,231.47
49,9850,21.382457,4.75,236.23
50,10051,21.331338,4.69,240.92
51,10252,21.289465,4.75,245.68
52,10453,21.237345,4.80,250.48
53,10654,21.217497,4.73,255.21
54,10855,21.180069,4.85,260.06
55,11056,21.155135,4.77,264.83
56,11257,21.110546,4.80,269.63
57,11458,21.086392,4.83,274.46
58,11659,21.059998,4.73,279.19
59,11860,21.037285,4.81,284.01
60,12061,21.020125,4.82,288.83
61,12262,20.992780,4.79,293.63
62,12463,20.959572,4.74,298.37
63,12664,20.927808,4.71,303.07
64,12865,20.911078,4.75,307.82
65,13066,20.874004,4.74,312.57
66,13267,20.855493,4.78,317.93
67,13468,20.826906,4.85,323.35
68,13669,20.788448,4.76,328.68
69,13870,20.771423,4.81,334.07
70,14071,20.739624,4.80,339.44
71,14272,20.715656,4.78,344.80
72,14473,20.691830,4.81,350.19
73,14674,20.673779,4.81,355.57
74,14875,20.644814,4.76,360.91
75,15076,20.615664,4.81,366.29
76,15277,20.586124,4.77,371.63
77,15478,20.568652,4.82,377.03
78,15679,20.549102,4.87,382.48
79,15880,20.538828,4.77,387.83
80,16081,20.515530,4.75,393.15
81,16282,20.482144,4.88,398.60
82,16483,20.479483,4.80,403.97
83,16684,20.444489,4.81,409.35
84,16885,20.432603,4.77,414.70
85,17086,20.410226,4.74,420.01
86,17287,20.400065,4.76,425.35
87,17488,20.372409,4.75,430.68
88,17689,20.362640,4.89,436.14
89,17890,20.342272,4.76,441.48
90,18091,20.326345,4.77,446.82
91,18292,20.315098,4.81,452.21
92,18493,20.296169,4.75,457.52
93,18694,20.286150,4.79,462.89
94,18895,20.267639,4.76,468.22
95,19096,20.259980,4.77,473.57
96,19297,20.241481,4.81,478.95
97,19498,20.226047,4.78,484.31
98,19699,20.205991,4.71,489.58
99,19900,20.198714,4.84,495.00
100,20101,20.188464,4.74,500.31
101,20302,20.173403,4.69,505.57
102,20503,20.160240,4.84,510.98
103,20704,20.147359,4.79,516.34
104,20905,20.142027,4.80,521.71
105,21106,20.120850,4.69,526.98
106,21307,20.129231,4.79,532.35
107,21508,20.109826,4.76,537.11
108,21709,20.110608,4.74,542.42
109,21910,20.104460,4.73,547.16
110,22111,20.090984,4.80,552.54
111,22312,20.087258,4.74,557.85
112,22513,20.078131,4.76,563.19
113,22714,20.070663,4.76,568.53
114,22915,20.065354,4.78,573.89
115,23116,0.174270,4.76,579.23
