iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.829509,4.83,5.29
2,403,20.812255,4.76,10.62
3,604,20.785672,4.75,15.94
4,805,20.770164,4.77,21.28
5,1006,20.745378,4.87,26.74
6,1207,24.364576,4.79,32.12
7,1408,24.273561,4.76,36.88
8,1609,24.166809,4.74,41.63
9,1810,24.083941,4.69,46.32
10,2011,24.008853,4.85,51.17
11,2212,23.912931,4.75,55.93
12,2413,23.851660,4.79,60.72
13,2614,23.787565,4.78,65.50
14,2815,23.741316,4.87,70.37
15,3016,23.660665,4.77,75.14
16,3217,23.581765,4.72,79.87
17,3418,23.541589,4.80,84.68
18,3619,23.470992,4.79,89.47
19,3820,23.412738,4.81,94.28
20,4021,23.344352,4.82,99.11
21,4222,23.296961,4.84,103.95
22,4423,23.219702,4.84,108.79
23,4624,23.160510,4.80,113.59
24,4825,23.096551,4.87,118.47
25,5026,23.020938,4.82,123.29
26,5227,22.966559,4.81,128.10
27,5428,22.894378,4.81,132.91
28,5629,22.855441,4.75,137.66
29,5830,22.808700,4.77,142.43
30,6031,22.756039,4.73,147.17
31,6232,22.706257,4.78,151.95
32,6433,22.655130,4.77,156.73
33,6634,22.595684,4.83,161.55
34,6835,22.535306,4.78,166.33
35,7036,22.497508,4.74,171.08
36,7237,22.454475,4.72,175.80
37,7438,22.411720,4.80,180.60
38,7639,22.383175,4.80,185.40
39,7840,22.342955,4.81,190.21
40,8041,22.305887,4.77,194.99
41,8242,22.256004,4.82,199.81
42,8443,22.215185,4.87,204.68
43,8644,22.181071,4.73,209.41
44,8845,22.146807,4.72,214.13
45,9046,22.108656,4.77,218.90
46,9247,22.085411,4.80,223.70
47,9448,22.044949,4.73,228.43
48,9649,22.005215,4.77,233.21
49,9850,21.974820,4.74,237.96
50,10051,21.944064,4.83,242.79
51,10252,21.917876,4.83,247.62
52,10453,21.892748,4.76,252.38
53,10654,21.864187,4.76,257.14
54,10855,21.834442,4.80,261.94
55,11056,21.809919,4.74,266.68
56,11257,21.779039,4.81,271.50
57,11458,21.752285,4.72,276.23
58,11659,21.724569,4.74,280.97
59,11860,21.696708,4.84,285.81
60,12061,21.676137,4.69,290.50
61,12262,21.654892,4.71,295.21
62,12463,21.627913,4.76,299.97
63,12664,21.603294,4.76,304.73
64,12865,21.578558,4.70,309.44
65,13066,21.561325,4.76,314.20
66,13267,21.535829,4.74,318.94
67,13468,21.508161,4.77,323.71
68,13669,21.498013,4.76,328.48
69,13870,21.469222,4.74,333.22
70,14071,21.455691,4.76,337.98
71,14272,21.428910,4.79,342.77
72,14473,21.410119,4.82,347.59
73,14674,21.392235,4.81,352.40
74,14875,21.368726,4.79,357.20
75,15076,21.340931,4.78,361.98
76,15277,21.326087,4.83,366.81
77,15478,21.309730,4.70,371.51
78,15679,21.295459,4.81,376.32
79,15880,21.279509,4.86,381.18
80,16081,21.266154,4.70,385.88
81,16282,21.243262,4.81,390.69
82,16483,21.218103,4.81,395.50
83,16684,21.206512,4.84,400.34
84,16885,21.179463,4.74,405.08
