iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.881583,4.78,5.23
2,403,20.870029,4.77,10.57
3,604,20.856626,4.68,15.82
4,805,20.842150,4.82,21.22
5,1006,20.827810,4.70,26.50
6,1207,24.885019,4.84,31.91
7,1408,24.792230,4.77,36.68
8,1609,24.688918,4.88,41.56
9,1810,24.603677,4.74,46.30
10,2011,24.509456,4.81,51.11
11,2212,24.409649,4.73,55.84
12,2413,24.301546,4.77,60.61
13,2614,24.206813,4.83,65.45
14,2815,24.124897,4.72,70.17
15,3016,24.080427,4.79,74.96
16,3217,23.963504,4.85,79.81
17,3418,23.885531,4.76,84.57
18,3619,23.818769,4.80,89.37
19,3820,23.723174,4.80,94.18
20,4021,23.620921,4.87,99.05
21,4222,23.542248,4.76,103.81
22,4423,23.428216,4.77,108.58
23,4624,23.349360,4.79,113.37
24,4825,23.255039,4.70,118.07
25,5026,23.162482,4.81,122.89
26,5227,23.077112,4.83,127.71
27,5428,22.986359,4.77,132.48
28,5629,22.922697,4.80,137.28
29,5830,22.856137,4.82,142.11
30,6031,22.787824,4.75,146.86
31,6232,22.738457,4.86,151.72
32,6433,22.692599,4.89,156.61
33,6634,22.601559,4.83,161.44
34,6835,22.535046,4.78,166.23
35,7036,22.460494,4.71,170.94
36,7237,22.417373,4.81,175.76
37,7438,22.372162,4.78,180.54
38,7639,22.321573,4.76,185.30
39,7840,22.259114,4.75,190.05
40,8041,22.215951,4.74,194.79
41,8242,22.166918,4.79,199.58
42,8443,22.115239,4.75,204.34
43,8644,22.081062,4.73,209.07
44,8845,22.038918,4.81,213.88
45,9046,22.008368,4.78,218.67
46,9247,21.950302,4.75,223.42
47,9448,21.917717,4.83,228.25
48,9649,21.864949,4.76,233.01
49,9850,21.810074,4.82,237.83
50,10051,21.777604,4.80,242.63
51,10252,21.762236,4.72,247.36
52,10453,21.716493,4.81,252.17
53,10654,21.689917,4.81,256.98
54,10855,21.657490,4.75,261.73
55,11056,21.619181,4.75,266.49
56,11257,21.588289,4.75,271.24
57,11458,21.557550,4.84,276.08
58,11659,21.532936,4.73,280.81
59,11860,21.503371,4.74,285.55
60,12061,21.476397,4.74,290.30
61,12262,21.436851,4.68,294.99
62,12463,21.420970,4.84,299.83
63,12664,21.380117,4.78,304.61
64,12865,21.360523,4.78,309.39
65,13066,21.333102,4.69,314.08
66,13267,21.301745,4.78,318.86
67,13468,21.270929,4.85,323.71
68,13669,21.241517,4.76,328.47
69,13870,21.215504,4.74,333.22
70,14071,21.192848,4.79,338.01
71,14272,21.168166,4.87,342.88
72,14473,21.140731,4.75,347.64
73,14674,21.126875,4.82,352.46
74,14875,21.105061,4.83,357.29
75,15076,21.081219,4.81,362.10
76,15277,21.065939,4.74,366.85
77,15478,21.060474,4.80,371.65
