iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.887519,4.76,5.22
2,403,20.872029,4.82,10.61
3,604,20.855300,4.81,15.99
4,805,20.845618,4.70,21.28
5,1006,20.831602,4.77,26.63
6,1207,24.909576,4.69,31.90
7,1408,24.855971,4.85,36.75
8,1609,24.783735,4.82,41.57
9,1810,24.717962,4.77,46.35
10,2011,24.656560,4.81,51.16
11,2212,24.607523,4.75,55.92
12,2413,24.536604,4.78,60.70
13,2614,24.477919,4.81,65.51
14,2815,24.414940,4.86,70.37
15,3016,24.347569,4.74,75.12
16,3217,24.287697,4.84,79.96
17,3418,24.234739,4.77,84.73
18,3619,24.191483,4.69,89.43
19,3820,24.121413,4.79,94.22
20,4021,24.068957,4.79,99.01
21,4222,24.034851,4.88,103.89
22,4423,23.980868,4.76,108.65
23,4624,23.916683,4.84,113.50
24,4825,23.880990,4.90,118.40
25,5026,23.826049,4.71,123.11
26,5227,23.778443,4.81,127.92
27,5428,23.719106,4.85,132.77
28,5629,23.666687,4.79,137.56
29,5830,23.644650,4.85,142.41
30,6031,23.581877,4.86,147.27
31,6232,23.509784,4.79,152.06
32,6433,23.456333,4.92,156.98
33,6634,23.402265,4.73,161.71
34,6835,23.356461,4.77,166.48
35,7036,23.308880,4.73,171.21
36,7237,23.267053,4.80,176.01
37,7438,23.218841,4.77,180.78
38,7639,23.161782,4.76,185.55
39,7840,23.122222,4.84,190.39
40,8041,23.087436,4.72,195.12
41,8242,23.034077,4.92,200.04
42,8443,23.004712,4.83,204.87
43,8644,22.949354,4.75,209.62
44,8845,22.901168,4.85,214.48
45,9046,22.858891,4.79,219.27
46,9247,22.809252,4.80,224.07
47,9448,22.774886,4.77,228.84
48,9649,22.726254,4.84,233.68
49,9850,22.692004,4.82,238.50
50,10051,22.625916,4.83,243.33
51,10252,22.599999,4.76,248.10
52,10453,22.543318,4.88,252.98
53,10654,22.498832,4.76,257.74
54,10855,22.463050,4.88,262.61
55,11056,22.412311,4.77,267.38
56,11257,22.382769,4.74,272.13
57,11458,22.341214,4.88,277.01
58,11659,22.292323,4.78,281.79
59,11860,22.262010,4.78,286.57
60,12061,22.209506,4.84,291.41
61,12262,22.173782,4.84,296.26
62,12463,22.142267,4.72,300.98
63,12664,22.110923,4.79,305.77
64,12865,22.083338,4.80,310.57
65,13066,22.039054,4.77,315.35
66,13267,21.994855,4.68,320.03
67,13468,21.967342,4.72,324.75
68,13669,21.933529,4.74,329.49
69,13870,21.893071,4.85,334.35
70,14071,21.851848,4.73,339.08
71,14272,21.822203,4.78,343.87
72,14473,21.792393,4.79,348.66
73,14674,21.759226,4.80,353.47
74,14875,21.723858,4.87,358.34
75,15076,21.699000,4.92,363.26
76,15277,21.684835,4.79,368.05
77,15478,21.631130,4.75,372.81
78,15679,21.614657,4.86,377.67
79,15880,21.578410,4.86,382.53
80,16081,21.544857,4.83,387.36
81,16282,21.517913,4.86,392.22
82,16483,21.491641,4.81,397.04
83,16684,21.455050,4.85,401.89
84,16885,21.430498,4.72,406.61
85,17086,21.408521,4.80,411.42
86,17287,21.374577,4.77,416.20
87,17488,21.356664,4.83,421.03
88,17689,21.322470,4.86,425.89
89,17890,21.309368,4.80,430.70
90,18091,21.277649,4.76,435.46
91,18292,21.243041,4.90,440.37
92,18493,21.217484,4.77,445.14
93,18694,21.197342,4.79,449.93
94,18895,21.174592,4.74,454.68
95,19096,21.168623,4.72,459.40
96,19297,21.135755,4.88,464.28
97,19498,21.124175,4.79,469.07
98,19699,21.106428,4.79,473.86
99,19900,21.087010,4.78,478.64
100,20101,21.074804,4.77,483.41
101,20302,21.051603,4.69,488.11
102,20503,21.024021,4.75,492.86
103,20704,21.009994,4.79,497.66
