# --- Attack Parameters ---
# {
#     "attack_type": "spsa",
#     "executable": "./resources/execution_files/liveness_Vit_mnn",
#     "image": "/model_deploy_execution_attack/resources/filtered_images/n003942-0088_01.jpg",
#     "hooks": "/model_deploy_execution_attack/hook_config/liveness_Vit_mnn_hook_config.json",
#     "model": null,
#     "models": "/model_deploy_execution_attack/resources/models/liveness_Vit.mnn",
#     "iterations": 150,
#     "l_inf_norm": 20.0,
#     "missing_hook_penalty": 10.0,
#     "margin": 0.001,
#     "enable_stagnation_decay": true,
#     "learning_rate": 15.0,
#     "lr_decay_rate": 0.97,
#     "lr_decay_steps": 50,
#     "stagnation_patience": 20,
#     "min_loss_delta": 0.001,
#     "enable_dynamic_focus": false,
#     "evaluation_window": 10,
#     "boost_weight": 10.0,
#     "non_target_weight": 1.0,
#     "satisfied_weight": 3.0,
#     "satisfaction_threshold": 0.01,
#     "satisfaction_patience": 3,
#     "raw_args_template": null,
#     "workers": 64,
#     "output_dir": "/model_deploy_execution_attack/attack_results/liveness_Vit_mnn_spsa_n003942-0088_01_20250912-051115",
#     "spsa_grad_samples": 32,
#     "spsa_c": 0.1,
#     "spsa_c_gamma": 0.101,
#     "spsa_A": 20.0,
#     "use_signed_grad": false,
#     "use_gradient_normalization": false,
#     "grad_smoothing_samples": 1,
#     "adam_beta1": 0.9,
#     "adam_beta2": 0.999,
#     "adam_epsilon": 1e-08,
#     "resize_dim": 0,
#     "attack_y_channel_only": false,
#     "model_paths": [
#         "/model_deploy_execution_attack/resources/models/liveness_Vit.mnn"
#     ]
# }
# -----------------------

iteration,total_queries,loss,best_loss,lr,is_successful_iter,num_satisfied_hooks,total_hooks,attack_mode,focus_targets,hook_details,iter_time_s,total_time_s
1,66,0.186203,0.185612,15.000000,False,0,1,static,"N/A","",9.11,10.83
2,131,0.195340,0.185612,15.000000,False,0,1,static,"N/A","",9.21,20.06
3,196,0.195621,0.185612,15.000000,False,0,1,static,"N/A","",9.23,29.30
4,261,0.196568,0.185612,15.000000,False,0,1,static,"N/A","",9.18,38.49
5,326,0.196534,0.185612,15.000000,False,0,1,static,"N/A","",9.19,47.70
6,391,0.195921,0.185612,15.000000,False,0,1,static,"N/A","",9.16,56.87
7,456,0.193738,0.185612,15.000000,False,0,1,static,"N/A","",9.21,66.09
8,521,0.189794,0.185612,15.000000,False,0,1,static,"N/A","",9.17,75.28
9,586,0.184670,0.185612,15.000000,False,0,1,static,"N/A","",9.19,84.49
10,651,0.180107,0.184670,15.000000,False,0,1,static,"N/A","",9.19,93.70
11,716,0.178203,0.180107,15.000000,False,0,1,static,"N/A","",9.14,102.87
12,781,0.173624,0.178203,15.000000,False,0,1,static,"N/A","",9.29,112.19
13,846,0.170627,0.173624,15.000000,False,0,1,static,"N/A","",9.26,121.47
14,911,0.167809,0.170627,15.000000,False,0,1,static,"N/A","",9.06,130.55
15,976,0.165896,0.167809,15.000000,False,0,1,static,"N/A","",9.13,139.71
16,1041,0.163407,0.165896,15.000000,False,0,1,static,"N/A","",9.14,148.88
17,1106,0.160977,0.163407,15.000000,False,0,1,static,"N/A","",9.10,158.01
18,1171,0.159823,0.160977,15.000000,False,0,1,static,"N/A","",9.17,167.20
19,1236,0.159183,0.159823,15.000000,False,0,1,static,"N/A","",9.14,176.37
20,1301,0.159888,0.159183,15.000000,False,0,1,static,"N/A","",9.16,185.56
21,1366,0.159805,0.159183,15.000000,False,0,1,static,"N/A","",9.17,194.75
22,1431,0.158671,0.159183,15.000000,False,0,1,static,"N/A","",9.19,203.95
23,1496,0.157649,0.158671,15.000000,False,0,1,static,"N/A","",9.17,213.14
24,1561,0.156309,0.157649,15.000000,False,0,1,static,"N/A","",9.20,222.37
25,1626,0.153207,0.156309,15.000000,False,0,1,static,"N/A","",9.26,231.65
26,1691,0.148487,0.153207,15.000000,False,0,1,static,"N/A","",9.14,240.81
27,1756,0.145648,0.148487,15.000000,False,0,1,static,"N/A","",9.25,250.09
28,1821,0.142914,0.145648,15.000000,False,0,1,static,"N/A","",9.25,259.36
29,1886,0.141330,0.142914,15.000000,False,0,1,static,"N/A","",9.24,268.63
30,1951,0.139578,0.141330,15.000000,False,0,1,static,"N/A","",9.13,277.78
31,2016,0.137224,0.139578,15.000000,False,0,1,static,"N/A","",9.17,286.98
32,2081,0.135139,0.137224,15.000000,False,0,1,static,"N/A","",9.15,296.15
33,2146,0.133170,0.135139,15.000000,False,0,1,static,"N/A","",9.17,305.35
34,2211,0.131100,0.133170,15.000000,False,0,1,static,"N/A","",9.13,314.50
35,2276,0.129937,0.131100,15.000000,False,0,1,static,"N/A","",9.29,323.82
36,2341,0.128817,0.129937,15.000000,False,0,1,static,"N/A","",9.15,332.99
37,2406,0.128221,0.128817,15.000000,False,0,1,static,"N/A","",9.17,342.19
38,2471,0.128076,0.128221,15.000000,False,0,1,static,"N/A","",9.14,351.35
39,2536,0.128396,0.128076,15.000000,False,0,1,static,"N/A","",9.17,360.54
40,2601,0.128503,0.128076,15.000000,False,0,1,static,"N/A","",9.14,369.69
41,2666,0.128907,0.128076,15.000000,False,0,1,static,"N/A","",9.14,378.85
42,2731,0.128935,0.128076,15.000000,False,0,1,static,"N/A","",9.14,388.00
43,2796,0.129290,0.128076,15.000000,False,0,1,static,"N/A","",9.11,397.12
44,2861,0.128441,0.128076,15.000000,False,0,1,static,"N/A","",9.19,406.32
45,2926,0.127915,0.128076,15.000000,False,0,1,static,"N/A","",9.13,415.47
46,2991,0.127216,0.127915,15.000000,False,0,1,static,"N/A","",9.17,424.67
47,3056,0.125190,0.127216,15.000000,False,0,1,static,"N/A","",9.12,433.81
48,3121,0.124426,0.125190,15.000000,False,0,1,static,"N/A","",9.22,443.05
49,3186,0.123819,0.124426,15.000000,False,0,1,static,"N/A","",9.17,452.25
