iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.874012,4.77,5.24
2,403,20.861429,4.85,10.67
3,604,20.838617,4.86,16.09
4,805,20.825115,4.80,21.46
5,1006,20.812825,4.76,26.79
6,1207,24.833412,4.75,32.12
7,1408,24.761412,4.75,36.87
8,1609,24.697934,4.82,41.69
9,1810,24.665649,4.75,46.44
10,2011,24.618641,4.72,51.16
11,2212,24.561283,4.75,55.91
12,2413,24.493542,4.76,60.67
13,2614,24.420403,4.82,65.49
14,2815,24.371409,4.75,70.24
15,3016,24.294822,4.80,75.05
16,3217,24.256605,4.82,79.88
17,3418,24.210043,4.71,84.59
18,3619,24.172384,4.83,89.42
19,3820,24.119418,4.74,94.16
20,4021,24.071880,4.78,98.95
21,4222,24.004462,4.76,103.71
22,4423,23.985836,4.76,108.47
23,4624,23.929710,4.78,113.25
24,4825,23.887606,4.76,118.02
25,5026,23.849334,4.77,122.79
26,5227,23.826177,4.70,127.50
27,5428,23.797878,4.82,132.32
28,5629,23.759835,4.73,137.06
29,5830,23.723487,4.74,141.80
30,6031,23.692131,4.81,146.61
31,6232,23.648280,4.74,151.35
32,6433,23.611085,4.74,156.10
33,6634,23.559031,4.76,160.86
34,6835,23.524939,4.70,165.56
35,7036,23.495030,4.79,170.36
36,7237,23.460201,4.74,175.10
37,7438,23.419832,4.76,179.86
38,7639,23.387815,4.74,184.60
39,7840,23.343429,4.70,189.30
40,8041,23.310517,4.74,194.04
41,8242,23.265813,4.89,198.93
42,8443,23.241151,4.71,203.64
43,8644,23.178675,4.73,208.38
44,8845,23.153208,4.83,213.21
45,9046,23.110326,4.73,217.95
46,9247,23.084492,4.76,222.71
47,9448,23.058009,4.78,227.49
48,9649,23.023638,4.80,232.30
49,9850,22.986176,4.81,237.11
50,10051,22.955686,4.72,241.83
51,10252,22.918682,4.76,246.60
52,10453,22.898821,4.72,251.32
53,10654,22.867356,4.78,256.10
54,10855,22.829199,4.76,260.87
55,11056,22.805500,4.75,265.62
56,11257,22.770609,4.76,270.39
57,11458,22.746881,4.81,275.20
58,11659,22.727988,4.76,279.96
59,11860,22.693841,4.67,284.62
60,12061,22.671517,4.71,289.34
61,12262,22.657493,4.71,294.05
62,12463,22.625870,4.78,298.84
63,12664,22.616613,4.79,303.63
64,12865,22.588481,4.80,308.43
65,13066,22.557894,4.78,313.22
66,13267,22.556809,4.78,318.01
67,13468,22.523872,4.78,322.79
68,13669,80.036384,4.74,327.53
69,13870,22.487512,4.85,332.38
70,14071,22.474066,4.73,337.11
71,14272,22.441817,4.82,341.93
72,14473,22.429775,4.73,346.66
73,14674,22.416435,4.79,351.46
74,14875,22.385782,4.74,356.20
75,15076,22.368346,4.75,360.96
76,15277,22.356186,4.73,365.69
77,15478,22.332230,4.75,370.45
78,15679,22.308134,4.72,375.17
79,15880,22.285608,4.78,379.96
80,16081,22.260095,4.73,384.69
81,16282,22.234518,4.85,389.54
82,16483,22.217346,4.78,394.33
83,16684,22.202994,4.80,399.12
84,16885,22.194029,4.75,403.88
85,17086,22.161452,4.68,408.56
86,17287,22.147973,4.72,413.28
87,17488,22.115980,4.74,418.02
88,17689,22.097159,4.78,422.80
89,17890,22.072973,4.83,427.64
90,18091,22.055717,4.81,432.45
91,18292,22.033456,4.76,437.21
92,18493,22.020558,4.77,441.98
93,18694,21.998808,4.86,446.84
94,18895,21.976628,4.83,451.67
95,19096,21.962822,4.75,456.42
96,19297,21.939683,4.83,461.25
97,19498,21.942599,4.70,465.95
98,19699,21.904937,4.81,470.76
99,19900,21.896439,4.76,475.53
100,20101,21.882320,4.78,480.31
101,20302,21.858511,4.74,485.06
102,20503,21.838580,4.70,489.77
103,20704,21.818174,4.73,494.50
104,20905,21.806073,4.81,499.31
105,21106,21.782332,4.75,504.06
106,21307,21.760001,4.73,508.79
107,21508,21.746643,4.76,513.56
108,21709,21.727867,4.77,518.33
109,21910,21.721802,4.83,523.16
110,22111,21.703738,4.75,527.91
111,22312,21.688365,4.75,532.66
112,22513,21.672895,4.69,537.35
113,22714,21.659540,4.80,542.15
114,22915,21.654090,4.85,547.01
115,23116,21.632590,4.79,551.80
116,23317,21.631169,4.77,556.56
117,23518,21.617336,4.78,561.34
118,23719,21.611344,4.81,566.16
119,23920,21.590809,4.74,570.90
120,24121,21.574995,4.75,575.65
121,24322,21.571649,4.82,580.48
122,24523,21.541735,4.77,585.24
123,24724,21.526395,4.80,590.04
124,24925,21.510111,4.75,594.80
125,25126,21.496851,4.78,599.58
126,25327,21.468545,4.82,604.40
127,25528,21.448054,4.71,609.11
128,25729,21.422292,4.79,613.90
129,25930,21.411641,4.77,618.67
130,26131,21.383723,4.70,623.37
131,26332,21.365589,4.70,628.08
132,26533,21.345198,4.76,632.84
133,26734,21.323406,4.81,637.65
134,26935,21.311467,4.79,642.44
135,27136,21.290270,4.70,647.15
136,27337,21.279580,4.80,651.95
137,27538,21.261382,4.73,656.68
138,27739,21.256429,4.81,661.49
