# --- Attack Parameters ---
# {
#     "executable": "/temp/resources/execution_files/fsanet_headpose_mnn",
#     "image": "/img_align_celeba/018735.jpg",
#     "hooks": "/temp/hook_config/fsanet_headpose_mnn_hook_config.json",
#     "model": null,
#     "models": "/temp/resources/models/fsanet-var.mnn,/temp/resources/models/fsanet-1x1.mnn",
#     "iterations": 200,
#     "learning_rate": 2.0,
#     "l_inf_norm": 16.0,
#     "lr_decay_rate": 0.97,
#     "lr_decay_steps": 50,
#     "missing_hook_penalty": 10.0,
#     "margin": 0.05,
#     "population_size": 200,
#     "sigma": 0.6,
#     "enable_stagnation_decay": true,
#     "stagnation_patience": 20,
#     "min_loss_delta": 0.001,
#     "enable_fitness_shaping": true,
#     "adam_beta1": 0.9,
#     "adam_beta2": 0.999,
#     "adam_epsilon": 1e-08,
#     "enable_dynamic_focus": true,
#     "evaluation_window": 10,
#     "boost_weight": 12.0,
#     "non_target_weight": 1.0,
#     "satisfied_weight": 3.0,
#     "satisfaction_threshold": 0.01,
#     "satisfaction_patience": 3,
#     "raw_args_template": null,
#     "workers": 64,
#     "output_dir": "/temp/outputs/fsanet_headpose_mnn_attack_results/018735_attacked",
#     "model_paths": [
#         "/temp/resources/models/fsanet-var.mnn",
#         "/temp/resources/models/fsanet-1x1.mnn"
#     ]
# }
# -----------------------

iteration,total_queries,loss,best_loss,lr,is_successful_iter,num_satisfied_hooks,total_hooks,attack_mode,focus_targets,hook_details,iter_time_s,total_time_s
1,202,56.021313,inf,2.000000,False,0,3,scouting,"None","",4.59,5.00
2,403,52.949231,56.021313,2.000000,False,0,3,scouting,"None","",4.60,10.08
3,604,50.537312,52.949231,2.000000,False,0,3,scouting,"None","",4.50,15.04
4,805,48.341634,50.537312,2.000000,False,0,3,scouting,"None","",4.57,20.11
5,1006,46.495643,48.341634,2.000000,False,0,3,scouting,"None","",4.58,25.17
6,1207,44.486367,46.495643,2.000000,False,0,3,scouting,"None","",4.58,30.21
7,1408,42.425771,44.486367,2.000000,False,0,3,scouting,"None","",4.49,35.16
8,1609,40.021373,42.425771,2.000000,False,0,3,scouting,"None","",4.46,40.08
9,1810,38.016316,40.021373,2.000000,False,0,3,scouting,"None","",4.48,45.03
10,2011,35.651028,38.016316,2.000000,False,0,3,scouting,"None","",4.45,49.97
11,2212,178.630045,35.651028,2.000000,False,0,3,focused_fire,"0x2354","",4.51,54.95
12,2413,150.634580,35.651028,2.000000,False,0,3,focused_fire,"0x2354","",4.44,59.39
13,2614,115.584372,35.651028,2.000000,False,0,3,focused_fire,"0x2354","",4.48,63.87
14,2815,70.524816,35.651028,2.000000,False,0,3,focused_fire,"0x2354","",4.50,68.38
15,3016,37.974432,35.651028,2.000000,False,0,3,focused_fire,"0x2354","",4.42,72.80
16,3217,0.000000,35.651028,2.000000,True,3,3,focused_fire,"0x2354","{"0x2354": {"loss": 0.0, "satisfied": true}, "0x2420": {"loss": 0.0, "satisfied": true}, "0x2438": {"loss": 0.0, "satisfied": true}}",4.43,77.23
