iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.404313,4.76,5.22
2,403,20.386668,4.82,10.61
3,604,20.365974,4.74,15.93
4,805,20.346290,4.81,21.31
5,1006,20.321683,4.80,26.67
6,1207,21.832470,4.79,32.03
7,1408,21.728093,4.77,36.81
8,1609,21.637131,4.79,41.60
9,1810,21.520346,4.70,46.30
10,2011,21.414036,4.67,50.98
11,2212,21.324928,4.73,55.71
12,2413,21.215673,4.77,60.48
13,2614,21.130446,4.73,65.21
14,2815,21.042713,4.84,70.06
15,3016,20.968006,4.71,74.76
16,3217,20.886114,4.75,79.52
17,3418,20.832160,4.78,84.30
18,3619,20.756004,4.78,89.09
19,3820,20.705367,4.79,93.88
20,4021,20.637098,4.75,98.64
21,4222,20.577721,4.75,103.39
22,4423,20.544422,4.73,108.12
23,4624,20.491575,4.83,112.95
24,4825,20.438629,4.81,117.76
25,5026,20.391887,4.79,122.56
26,5227,20.341580,4.78,127.34
27,5428,20.302383,4.80,132.15
28,5629,20.255346,4.75,137.47
29,5830,20.215912,4.73,142.77
30,6031,20.172851,4.74,148.09
31,6232,20.133160,4.72,153.38
32,6433,20.094884,4.81,158.76
33,6634,10.319537,4.80,164.14
34,6835,10.248040,4.72,169.42
35,7036,10.201488,4.82,174.83
36,7237,10.127780,4.87,180.28
37,7438,10.084288,4.86,185.73
38,7639,10.022053,4.88,191.18
39,7840,0.031069,4.82,196.57
