iteration,total_queries,loss,iter_time_s,total_time_s
1,202,20.850867,4.81,5.26
2,403,20.832373,4.82,10.66
3,604,20.803553,4.73,15.97
4,805,20.789307,4.73,21.29
5,1006,20.770137,4.75,26.62
6,1207,24.498251,4.80,31.98
7,1408,24.406993,4.77,36.76
8,1609,24.295258,4.83,41.59
9,1810,24.151808,4.83,46.42
10,2011,24.069577,4.70,51.13
11,2212,23.989306,4.80,55.93
12,2413,23.898671,4.78,60.71
13,2614,23.817365,4.79,65.50
14,2815,23.728825,4.85,70.35
15,3016,23.653970,4.77,75.13
16,3217,23.588719,4.82,79.95
17,3418,23.496711,4.76,84.71
18,3619,23.411185,4.87,89.58
19,3820,23.358049,4.84,94.43
20,4021,23.253095,4.78,99.21
21,4222,23.222447,4.76,103.97
22,4423,23.139173,4.82,108.80
23,4624,23.064768,4.79,113.59
24,4825,22.993905,4.78,118.38
25,5026,22.951146,4.82,123.20
26,5227,22.869288,4.77,127.98
27,5428,22.800615,4.75,132.73
28,5629,22.736499,4.82,137.55
29,5830,22.662488,4.80,142.35
30,6031,22.604636,4.78,147.13
31,6232,22.534280,4.84,151.97
32,6433,22.455034,4.76,156.74
33,6634,22.417028,4.75,161.49
34,6835,22.330848,4.71,166.21
35,7036,22.268491,4.76,170.96
36,7237,22.216050,4.80,175.76
37,7438,22.152774,4.77,180.53
38,7639,22.072454,4.77,185.31
39,7840,22.019819,4.81,190.12
40,8041,21.985051,4.84,194.97
41,8242,21.936030,4.88,199.85
42,8443,21.863822,4.85,204.70
43,8644,21.807563,4.82,209.52
44,8845,21.755575,4.75,214.27
45,9046,21.709638,4.79,219.06
46,9247,21.663410,4.77,223.83
47,9448,21.609789,4.83,228.67
48,9649,21.570264,4.79,233.46
49,9850,21.533384,4.82,238.28
50,10051,21.500982,4.77,243.05
51,10252,21.452198,4.78,247.82
52,10453,21.415475,4.73,252.56
53,10654,21.373500,4.82,257.38
54,10855,21.329229,4.76,262.14
55,11056,21.290796,4.81,266.96
56,11257,21.244898,4.83,271.79
57,11458,21.208208,4.79,276.59
58,11659,21.170957,4.81,281.40
59,11860,21.134553,4.83,286.23
60,12061,21.086296,4.80,291.04
61,12262,21.056985,4.75,295.79
62,12463,21.039129,4.88,300.68
63,12664,21.003802,4.83,305.51
64,12865,20.968669,4.72,310.24
65,13066,20.950415,4.72,314.96
66,13267,20.909683,4.77,319.73
67,13468,20.883992,4.78,324.51
68,13669,20.860179,4.77,329.28
69,13870,20.844722,4.75,334.04
70,14071,20.817972,4.79,338.82
71,14272,20.805517,4.82,343.65
72,14473,20.763809,4.78,348.43
73,14674,20.733011,4.75,353.76
74,14875,20.712320,4.86,359.20
75,15076,20.672851,4.80,364.58
76,15277,20.643329,4.80,369.96
77,15478,20.621052,4.83,375.37
78,15679,20.587650,4.82,380.76
79,15880,20.572540,4.87,386.21
80,16081,20.553572,4.75,391.53
81,16282,20.520925,4.76,396.87
82,16483,20.506692,4.80,402.25
83,16684,20.475492,4.84,407.66
84,16885,20.454568,4.74,412.98
85,17086,20.437344,4.80,418.36
86,17287,20.421510,4.79,423.72
87,17488,20.393237,4.75,429.06
88,17689,20.372543,4.86,434.49
89,17890,20.345533,4.72,439.78
90,18091,20.321233,4.82,445.17
91,18292,20.297957,4.82,450.56
92,18493,20.279910,4.90,456.04
93,18694,20.257597,4.80,461.43
94,18895,20.230149,4.78,466.80
95,19096,20.213895,4.74,472.11
96,19297,20.197023,4.73,477.41
97,19498,20.179120,4.79,482.78
98,19699,20.152333,4.80,488.17
99,19900,20.126066,4.73,493.48
100,20101,20.112094,4.78,498.84
101,20302,20.092723,4.77,504.19
102,20503,20.076506,4.69,509.47
103,20704,20.060295,4.80,514.84
104,20905,10.355384,4.79,520.22
105,21106,10.339958,4.78,525.57
106,21307,10.292766,4.81,530.95
107,21508,10.241580,4.81,536.34
108,21709,10.204095,4.77,541.69
109,21910,10.142262,4.84,547.11
110,22111,10.088485,4.82,552.50
111,22312,10.037768,4.85,557.93
112,22513,0.059628,4.77,563.28
